Ticker,period,close,perc_change,close_wig,perc_change_wig,Assets,Number of shares,Market_value
STF,31/03/2019,8.43,-0.01,59668.03,0.03,422016000,"17,500,000",147525000
STF,31/12/2018,8.48,-0.22,57690.5,-0.02,435093000,"17,500,000",148400000
STF,30/09/2018,10.83,-0.08,58974.76,0.05,457781000,"17,500,000",189525000
STF,30/06/2018,11.76,-0.12,55954.44,-0.04,428427000,"17,500,000",205800000
STF,31/03/2018,13.43,-0.02,58377.42,-0.08,437536000,"17,500,000",235025000
STF,31/12/2017,13.73,-0.03,63746.2,-0.01,442653000,"17,500,000",240275000
STF,30/09/2017,14.13,0.01,64289.69,0.05,456180000,"17,500,000",247275000
STF,30/06/2017,13.97,0.06,61018.36,0.05,426956000,"17,500,000",244475000
STF,31/03/2017,13.15,0.09,57911.31,0.12,426738000,"17,500,000",230125000
STF,31/12/2016,12.05,-0.11,51754.03,0.1,424310000,"17,500,000",210875000
STF,30/09/2016,13.48,0.27,47084.94,0.05,436078000,"17,500,000",235900000
STF,30/06/2016,10.62,0.19,44748.53,-0.09,446502000,"17,500,000",185850000
STF,31/03/2016,8.9,-0.07,49017.35,0.05,369116000,"17,500,000",155750000
STF,31/12/2015,9.54,-0.15,46467.38,-0.07,373739000,"17,500,000",166950000
STF,30/09/2015,11.17,-0.12,49824.59,-0.07,377835000,"17,500,000",195475000
STF,30/06/2015,12.74,0,53328.98,-0.01,406033000,"17,500,000",222950000
STF,31/03/2015,12.71,0.06,54091.32,0.05,418018000,"17,500,000",222425000
STF,31/12/2014,11.97,-0.07,51416.08,-0.06,388030000,"17,500,000",209475000
STF,30/09/2014,12.92,-0.18,54878.58,0.06,399149000,"17,500,000",226100000
STF,30/06/2014,15.71,-0.14,51934.94,-0.01,416437000,"17,500,000",274925000
STF,31/03/2014,18.27,-0.12,52373.47,0.02,427519000,"17,500,000",319725000
STF,31/12/2013,20.79,0.34,51284.25,0.02,398118000,"17,500,000",363825000
STF,30/09/2013,15.57,0.07,50301.85,0.12,403109000,"17,500,000",272475000
STF,30/06/2013,14.59,0.01,44747.79,-0.01,425906000,"17,500,000",255325000
STF,31/03/2013,14.44,-0.04,45147.57,-0.05,450095000,"17,500,000",252700000
STF,31/12/2012,15.03,0.13,47460.59,0.09,431372000,"17,500,000",263025000
STF,30/09/2012,13.25,-0.11,43739.81,0.07,444419000,"17,500,000",231875000
STF,30/06/2012,14.88,-0.15,40810.88,-0.01,459489000,"17,500,000",260400000
STF,31/03/2012,17.57,0.44,41267.16,0.1,486773000,"17,500,000",307475000
STF,31/12/2011,12.22,-0.11,37595.44,-0.02,399676000,"17,500,000",213850000
STF,30/06/2011,20.22,-0.09,48414.36,-0.01,454632000,"17,500,000",353850000
STF,31/03/2011,22.29,0.08,48729.83,0.03,441460000,"17,500,000",390075000
STF,31/12/2010,20.67,0.06,47489.91,0.05,291067000,"17,500,000",361725000
STF,30/06/2010,13.97,-0.09,39392.5,-0.07,282519000,"17,500,000",244475000
STF,31/03/2010,15.41,0.42,42446.5,0.06,272408000,"17,500,000",269675000
STF,31/12/2009,10.89,-0.16,39986,0.06,248265000,"17,500,000",190575000
STF,30/06/2009,8.14,0.3,30419,0.27,242541000,"17,500,000",142450000
STF,31/03/2009,6.27,0.1,24036.1,-0.12,242732000,"17,500,000",109725000
STF,31/12/2008,5.69,-0.37,27228.6,-0.27,234156000,"17,500,000",99575000
STF,30/06/2008,11.25,-0.3,41146.3,-0.14,319794000,"17,500,000",196875000
STF,31/03/2008,16.17,0.02,48011.3,-0.14,296076000,"17,500,000",282975000
STF,31/12/2007,15.79,-0.35,55648.5,-0.08,291101000,"17,500,000",276325000
STF,30/06/2007,36.52,0.74,66077.7,0.15,297017000,"17,500,000",639100000
STF,31/03/2007,21.03,0.56,57524.6,0.14,274878000,"17,500,000",368025000
STF,31/12/2006,13.5,-0.1,50411.8,0.14,234472000,"17,500,000",236250000
STF,30/06/2006,9.08,0.03,40644.6,0.01,186229000,"17,500,000",158900000
STF,31/03/2006,8.83,0.1,40220.3,0.13,187784000,"17,500,000",154525000
STF,31/12/2005,8.06,0.04,35600.8,0.05,183659000,"17,500,000",141050000
STF,30/06/2005,7.08,-0.28,28332.1,0.04,173739000,"17,500,000",123900000
STF,31/03/2005,9.89,-0.22,27268.1,0.02,205770000,"17,500,000",173075000
STF,31/12/2004,12.7,-0.16,26636.2,0.05,194764000,"17,500,000",222250000
STF,30/06/2004,9.65,0.24,23949.3,0,172533000,"17,500,000",168875000
STF,31/03/2004,7.76,0.23,23870.1,0.15,164581000,"17,500,000",135800000
STF,31/12/2003,6.3,0.15,20820.1,0.08,182144000,"17,500,000",110250000
STF,30/09/2003,5.5,1.22,19330.5,0.21,165799000,"17,500,000",96250000
STF,30/06/2003,2.477,1.34,15987.5,0.16,151949000,"17,500,000",43347500
STF,31/03/2003,1.058,0.17,13759.4,-0.04,115508000,"17,500,000",18515000
STF,31/12/2002,0.907,0.33,14366.7,0.12,109387000,"17,500,000",15872500
STF,30/09/2002,0.68,0.13,12797.3,-0.1,113270000,"17,500,000",11900000
STF,30/06/2002,0.605,0.04,14192.9,-0.06,99734000,"17,500,000",10587500
STF,31/03/2002,0.58,0,15026.4,0.08,85368000,"17,500,000",10150000
STF,31/12/2001,0.58,0.01,13922.2,0.17,79651000,"17,500,000",10150000
STF,30/09/2001,0.571,-0.26,11890.6,-0.15,86491000,"17,500,000",9992500
STF,30/06/2001,0.773,0,13945.4,-0.05,86488000,"17,500,000",13527500
STF,31/03/2001,0.773,-0.26,14698.9,-0.18,107175000,"1,750,000",1352750
STF,31/12/2000,1.041,-0.07,17847.6,0.06,146807000,"17,500,000",18217500
STF,30/09/2000,1.117,0.37,16882.6,-0.14,118420000,"17,500,000",19547500
STP,31/12/2021,263.5,-0.09,69296.26,-0.01,2434023000,"5,580,267",1470400355
STP,30/09/2021,290,-0.23,70340.86,0.06,2511548000,"5,580,267",1618277430
STP,30/06/2021,377,0.15,66067.21,0.14,2282786000,"5,580,267",2103760659
STP,31/03/2021,328.3,0.11,58081.5,0.02,2229340000,"5,580,267",1832001656
STP,31/12/2020,295.8,0.58,57025.84,0.15,2162913000,"5,580,267",1650642979
STP,30/09/2020,187,0.19,49411.53,0,2128182000,"5,580,267",1043509929
STP,30/06/2020,157.5,0.29,49569.17,0.19,2128075000,"5,580,267",878892052.5
STP,31/03/2020,121.9,-0.32,41624.62,-0.28,2109696000,"5,580,267",680234547.3
STP,31/12/2019,178.8,-0.24,57832.88,0.01,2168841000,"5,580,267",997751739.6
STP,30/09/2019,234.3,-0.02,57320.3,-0.05,2151697000,"5,580,267",1307456558
STP,30/06/2019,238.2,-0.26,60187.43,0.01,2178718000,"5,580,267",1329219599
STP,31/03/2019,320.3,0.04,59668.03,0.03,2277396000,"5,580,267",1787359520
STP,31/12/2018,308.7,-0.14,57690.5,-0.02,2218872000,"5,580,267",1722628423
STP,30/09/2018,359.8,-0.17,58974.76,0.05,2191689000,"5,580,267",2007780067
STP,30/06/2018,434,-0.03,55954.44,-0.04,2238876000,"5,580,267",2421835878
STP,31/03/2018,449.4,-0.07,58377.42,-0.08,2157917000,"5,580,267",2507771990
STP,31/12/2017,483.4,0.09,63746.2,-0.01,1979350000,"5,580,267",2697501068
STP,30/09/2017,442.7,-0.1,64289.69,0.05,1915610000,"5,580,267",2470384201
STP,30/06/2017,489.4,-0.14,61018.36,0.05,2082469000,"5,580,267",2730982670
STP,31/03/2017,569.6,0.14,57911.31,0.12,2000686000,"5,580,267",3178520083
STP,31/12/2016,500,0.3,51754.03,0.1,1963236000,"5,580,267",2790133500
STP,30/09/2016,383.8,0.29,47084.94,0.05,1869408000,"5,580,267",2141706475
STP,30/06/2016,297.3,0.08,44748.53,-0.09,1912673000,"6,725,000",1999342500
STP,31/03/2016,274.2,-0.03,49017.35,0.05,1940420000,"6,725,000",1843995000
STP,31/12/2015,282.7,0,46467.38,-0.07,1871923000,"6,725,000",1901157500
STP,30/09/2015,283.6,-0.35,49824.59,-0.07,1893768000,"6,725,000",1907210000
STP,30/06/2015,434,0.03,53328.98,-0.01,1911354000,"6,725,000",2918650000
STP,31/03/2015,422.7,0.11,54091.32,0.05,1937260000,"6,725,000",2842657500
STP,31/12/2014,379.9,0.69,51416.08,-0.06,1937924000,"6,725,000",2554827500
STP,30/09/2014,225.3,0.15,54878.58,0.06,1909009000,"6,725,000",1515142500
STP,30/06/2014,195.4,0.07,51934.94,-0.01,1907173000,"6,725,000",1314065000
STP,31/03/2014,181.8,0.06,52373.47,0.02,1949369000,"6,725,000",1222605000
STP,31/12/2013,171.5,0.04,51284.25,0.02,1941798000,"6,725,000",1153337500
STP,30/09/2013,164.9,0.09,50301.85,0.12,1898705000,"6,725,000",1108952500
STP,30/06/2013,151,-0.03,44747.79,-0.01,1848107000,"6,725,000",1015475000
STP,31/03/2013,155.7,-0.09,45147.57,-0.05,1923136000,"6,725,000",1047082500
STP,31/12/2012,171.5,-0.1,47460.59,0.09,1963546000,"6,725,000",1153337500
STP,30/09/2012,189.8,0.1,43739.81,0.07,1780879000,"6,725,000",1276405000
STP,30/06/2012,172.4,-0.23,40810.88,-0.01,1809009000,"6,725,000",1159390000
STP,31/03/2012,223.7,0.04,41267.16,0.1,1770443000,"6,725,000",1504382500
STP,31/12/2011,214.4,-0.19,37595.44,-0.02,1714696000,"6,725,000",1441840000
STP,30/06/2011,340.2,0.33,48414.36,-0.01,1674372000,"6,725,000",2287845000
STP,31/03/2011,256.5,0.01,48729.83,0.03,1717015000,"6,725,000",1724962500
STP,31/12/2010,253.8,-0.32,47489.91,0.05,1599796000,"6,725,000",1706805000
STP,30/06/2010,354.2,-0.17,39392.5,-0.07,1654656000,"6,725,000",2381995000
STP,31/03/2010,425.5,-0.21,42446.5,0.06,1540792000,"6,725,000",2861487500
STP,31/12/2009,535.4,0.09,39986,0.06,1444618000,"6,725,000",3600565000
STP,30/06/2009,373.2,0.16,30419,0.27,1409617000,"6,725,000",2509770000
STP,31/03/2009,322.6,0.23,24036.1,-0.12,1383474000,"6,725,000",2169485000
STP,31/12/2008,262.2,-0.5,27228.6,-0.27,1232631000,"6,725,000",1763295000
STP,30/06/2008,538.8,-0.17,41146.3,-0.14,1343359000,"6,725,000",3623430000
STP,31/03/2008,652.7,0,48011.3,-0.14,1150149000,"6,725,000",4389407500
STP,31/12/2007,651.8,-0.25,55648.5,-0.08,1057654000,"6,725,000",4383355000
STP,30/06/2007,1196.4,0.26,66077.7,0.15,989786000,"6,725,000",8045790000
STP,31/03/2007,946.8,1.04,57524.6,0.14,848882000,"6,725,000",6367230000
STP,31/12/2006,464.8,0.36,50411.8,0.14,822156000,"6,725,000",3125780000
STP,30/06/2006,218.1,0.24,40644.6,0.01,622747000,"6,725,000",1466722500
STP,31/03/2006,175.8,1.67,40220.3,0.13,558051000,"6,725,000",1182255000
STP,31/12/2005,65.9,0.16,35600.8,0.05,480273000,"6,725,000",443177500
STP,30/09/2005,57.1,0.08,33801.2,0.19,421528000,"6,725,000",383997500
STP,30/06/2005,53,0.08,28332.1,0.04,463844000,"6,725,000",356425000
STP,31/03/2005,49.2,-0.21,27268.1,0.02,454926000,"6,725,000",330870000
STP,31/12/2004,62.3,-0.1,26636.2,0.05,423172000,"6,725,000",418967500
STP,30/09/2004,69.1,0.45,25267.8,0.06,410706000,"6,725,000",464697500
STP,30/06/2004,47.6,0.36,23949.3,0,435908000,"6,725,000",320110000
STP,31/03/2004,34.9,0.69,23870.1,0.15,345620000,"6,725,000",234702500
STP,31/12/2003,20.6,0.23,20820.1,0.08,311949000,"6,725,000",138535000
STP,30/09/2003,16.8,0.51,19330.5,0.21,332607000,"6,725,000",112980000
STP,30/06/2003,11.2,0.48,15987.5,0.16,347140000,"6,725,000",75320000
STP,31/03/2003,7.54,-0.27,13759.4,-0.04,337477000,"6,725,000",50706500
STP,31/12/2002,10.3,0.24,14366.7,0.12,329270000,"6,725,000",69267500
STP,30/09/2002,8.33,-0.19,12797.3,-0.1,318787000,"6,725,000",56019250
STP,30/06/2002,10.2,0.1,14192.9,-0.06,305764000,"6,725,000",68595000
STP,31/03/2002,9.32,0.1,15026.4,0.08,305145000,"6,725,000",62677000
STP,31/12/2001,8.46,-0.07,13922.2,0.17,323368000,"6,725,000",56893500
STP,30/09/2001,9.13,-0.12,11890.6,-0.15,322837000,"6,725,000",61399250
STP,30/06/2001,10.3,0.12,13945.4,-0.05,333822000,"6,725,000",69267500
STP,31/03/2001,9.21,-0.21,14698.9,-0.18,337774000,"6,725,000",61937250
STP,31/12/2000,11.6,-0.08,17847.6,0.06,309159000,"6,725,000",78010000
STP,30/09/2000,12.5,0.4,16882.6,-0.14,332007000,"6,725,000",84062500
STP,30/06/2000,8.97,0.27,19642.7,-0.08,329054000,"6,725,000",60323250
STP,31/03/2000,7.07,0.05,21255.9,0.18,307808000,"6,725,000",47545750
STP,31/12/1999,6.74,0.25,18083.6,0.27,280340000,"6,725,000",45326500
STP,30/09/1999,5.4,-0.28,14259.4,-0.15,269427000,"6,725,000",36315000
STP,30/06/1999,7.47,0.05,16825.1,0.19,265751000,"6,725,000",50235750
STP,31/03/1999,7.14,-0.12,14131.3,0.1,249022000,"6,725,000",48016500
STP,31/12/1998,8.1,-0.2,12795.6,0.05,240844000,"6,725,000",54472500
STP,30/09/1998,10.1,-0.16,12238.3,-0.22,263037000,"6,725,000",67922500
STP,30/06/1998,12.1,-0.38,15728.6,-0.07,269858000,"6,725,000",81372500
STP,31/03/1998,19.4,-0.01,16864,0.15,228229000,"6,725,000",130465000
STX,31/12/2021,3.49,-0.06,69296.26,-0.01,322388000,"247,262,023",862944460.3
STX,30/09/2021,3.7,0.05,70340.86,0.06,265467000,"247,262,023",914869485.1
STX,30/06/2021,3.52,0.05,66067.21,0.14,266119000,"247,262,023",870362321
STX,31/03/2021,3.36,0.17,58081.5,0.02,426116000,"247,262,023",830800397.3
STX,31/12/2020,2.872,0.14,57025.84,0.15,422355000,"247,262,023",710136530.1
STX,30/09/2020,2.526,0.07,49411.53,0,401343000,"247,262,023",624583870.1
STX,30/06/2020,2.357,0.15,49569.17,0.19,415246000,"247,262,023",582796588.2
STX,31/03/2020,2.043,-0.19,41624.62,-0.28,416928000,"247,262,023",505156313
STX,31/12/2019,2.533,-0.06,57832.88,0.01,275619000,"247,262,023",626314704.3
STX,30/09/2019,2.699,-0.07,57320.3,-0.05,275435000,"247,262,023",667360200.1
STX,30/06/2019,2.898,-0.04,60187.43,0.01,276760000,"247,262,023",716565342.7
STX,31/03/2019,3.033,0.26,59668.03,0.03,369839000,"247,262,023",749945715.8
STX,31/12/2018,2.414,0.05,57690.5,-0.02,354213000,"247,262,023",596890523.5
STX,30/09/2018,2.309,0.02,58974.76,0.05,353766000,"247,262,023",570928011.1
STX,30/06/2018,2.263,-0.19,55954.44,-0.04,349335000,"247,262,023",559553958
STX,31/03/2018,2.805,-0.04,58377.42,-0.08,420175000,"247,262,023",693569974.5
STX,31/12/2017,2.917,0.05,63746.2,-0.01,419488000,"247,262,023",721263321.1
STX,30/09/2017,2.784,-0.04,64289.69,0.05,414202000,"247,262,023",688377472
STX,30/06/2017,2.896,0.06,61018.36,0.05,413922000,"247,262,023",716070818.6
STX,31/03/2017,2.727,0.03,57911.31,0.12,390294000,"247,262,023",674283536.7
STX,31/12/2016,2.64,0.15,51754.03,0.1,389671000,"247,262,023",652771740.7
STX,30/09/2016,2.298,-0.01,47084.94,0.05,300435000,"247,262,023",568208128.9
STX,30/06/2016,2.332,0.09,44748.53,-0.09,297434000,"247,262,023",576615037.6
STX,31/03/2016,2.138,0,49017.35,0.05,211077000,"247,262,023",528646205.2
STX,31/12/2015,2.144,-0.02,46467.38,-0.07,211090000,"247,262,023",530129777.3
STX,30/09/2015,2.184,0.05,49824.59,-0.07,209248000,"247,262,023",540020258.2
STX,30/06/2015,2.077,-0.03,53328.98,-0.01,207130000,"247,262,023",513563221.8
STX,31/03/2015,2.144,0.18,54091.32,0.05,205096000,"247,262,023",530129777.3
STX,31/12/2014,1.823,-0.01,51416.08,-0.06,204705000,"247,262,023",450758667.9
STX,30/09/2014,1.843,0.04,54878.58,0.06,202134000,"247,262,023",455703908.4
STX,30/06/2014,1.776,-0.01,51934.94,-0.01,201086000,"247,262,023",439137352.8
STX,31/03/2014,1.796,0.05,52373.47,0.02,202557000,"247,262,023",444082593.3
STX,31/12/2013,1.715,0.32,51284.25,0.02,206335000,"247,262,023",424054369.4
STX,30/09/2013,1.3,0.14,50301.85,0.12,207298000,"247,262,023",321440629.9
STX,30/06/2013,1.139,0.06,44747.79,-0.01,208781000,"247,262,023",281631444.2
STX,31/03/2013,1.079,0.15,45147.57,-0.05,210583000,"247,262,023",266795722.8
STX,31/12/2012,0.938,0.2,47460.59,0.09,215275000,"247,262,023",231931777.6
STX,30/09/2012,0.784,0.08,43739.81,0.07,216888000,"247,262,023",193853426
STX,30/06/2012,0.724,0.04,40810.88,-0.01,221703000,"247,262,023",179017704.7
STX,31/03/2012,0.697,-0.14,41267.16,0.1,224199000,"247,262,023",172341630
STX,31/12/2011,0.811,0.09,37595.44,-0.02,226802000,"247,262,023",200529500.7
STX,30/06/2011,0.704,-0.14,48414.36,-0.01,232740000,"247,262,023",174072464.2
STX,31/03/2011,0.818,-0.08,48729.83,0.03,235350000,"659,365,395",539360893.1
STX,31/12/2010,0.891,-0.13,47489.91,0.05,253747000,"659,365,395",587494566.9
STX,30/06/2010,1.005,-0.16,39392.5,-0.07,254870000,"659,365,395",662662222
STX,31/03/2010,1.193,-0.02,42446.5,0.06,257847000,"659,365,395",786622916.2
STX,31/12/2009,1.213,0.08,39986,0.06,261105000,"659,365,395",799810224.1
STX,30/06/2009,0.972,-0.05,30419,0.27,264099000,"659,365,395",640903163.9
STX,31/03/2009,1.019,-0.19,24036.1,-0.12,264820000,"659,365,395",671893337.5
STX,31/12/2008,1.253,0.01,27228.6,-0.27,269532000,"659,365,395",826184839.9
STX,30/06/2008,1.38,-0.36,41146.3,-0.14,280843000,"659,365,395",909924245.1
STX,31/03/2008,2.144,0.14,48011.3,-0.14,293657000,"659,365,395",1413679407
STX,31/12/2007,1.876,-0.27,55648.5,-0.08,310608000,"659,365,395",1236969481
STX,30/06/2007,4.56,0.11,66077.7,0.15,527960000,"659,365,395",3006706201
STX,31/03/2007,4.1,0.74,57524.6,0.14,714430000,"420,698,728",1724864785
STX,31/12/2006,2.352,0.15,50411.8,0.14,362895000,"420,698,728",989483408.3
STX,31/03/2006,1.662,0.51,40220.3,0.13,506954000,"287,365,395",477601286.5
STX,31/12/2005,1.099,-0.02,35600.8,0.05,518579000,"287,365,395",315814569.1
STX,30/06/2005,1.153,-0.17,28332.1,0.04,516137000,"287,365,395",331332300.4
STX,31/03/2005,1.387,-0.23,27268.1,0.02,596843000,"287,365,395",398575802.9
STX,31/12/2004,1.796,0,26636.2,0.05,517517000,"287,365,395",516108249.4
STX,30/06/2004,1.722,-0.3,23949.3,0,619014000,"287,365,395",494843210.2
STX,31/03/2004,2.446,1.04,23870.1,0.15,592929000,"287,365,395",702895756.2
STX,31/12/2003,1.199,-0.2,20820.1,0.08,559352000,"287,365,395",344551108.6
STX,30/09/2003,1.508,0.28,19330.5,0.21,602930000,"287,365,395",433347015.7
STX,30/06/2003,1.179,0.13,15987.5,0.16,603029000,"34,223,536",40349548.94
STX,31/03/2003,1.045,0.17,13759.4,-0.04,682984000,"34,223,536",35763595.12
STX,31/12/2002,0.891,0.15,14366.7,0.12,637190000,"34,223,536",30493170.58
STX,30/09/2002,0.777,-0.46,12797.3,-0.1,758346000,"34,223,536",26591687.47
STX,30/06/2002,1.434,-0.07,14192.9,-0.06,754266000,"34,223,536",49076550.62
STX,31/03/2002,1.541,-0.18,15026.4,0.08,988936000,"34,223,536",52738468.98
STX,31/12/2001,1.876,0.65,13922.2,0.17,864150000,"34,223,536",64203353.54
STX,30/09/2001,1.139,-0.46,11890.6,-0.15,1002017000,"34,223,536",38980607.5
STX,30/06/2001,2.117,-0.62,13945.4,-0.05,1010101000,"34,223,536",72451225.71
STX,31/03/2001,5.53,-0.53,14698.9,-0.18,1252295000,"34,223,536",189256154.1
STX,31/12/2000,11.86,-0.08,17847.6,0.06,1274960000,"34,223,536",405891137
STX,30/09/2000,12.87,0.1,16882.6,-0.14,1781628000,"34,223,536",440456908.3
STX,30/06/2000,11.73,-0.19,19642.7,-0.08,1699623000,"34,223,536",401442077.3
STX,31/03/2000,14.41,-0.23,21255.9,0.18,1602276000,"34,223,536",493161153.8
STX,31/12/1999,18.63,0.08,18083.6,0.27,1485670000,"34,223,536",637584475.7
STX,30/09/1999,17.29,-0.15,14259.4,-0.15,1461999000,"34,223,536",591724937.4
STX,30/06/1999,20.3,0.54,16825.1,0.19,1347505000,"34,223,536",694737780.8
STX,31/03/1999,13.2,0,14131.3,0.1,1343869000,"34,223,536",451750675.2
STX,30/09/1998,11.99,-0.38,12238.3,-0.22,1256232000,"34,223,536",410340196.6
STX,30/06/1998,19.43,0.08,15728.6,-0.07,1217790000,"34,223,536",664963304.5
SUW,31/12/2021,24,0.02,69296.26,-0.01,169894000,"4,615,070",110761680
SUW,30/09/2021,23.6,-0.08,70340.86,0.06,154514000,"4,615,070",108915652
SUW,30/06/2021,25.6,-0.04,66067.21,0.14,155765000,"4,615,070",118145792
SUW,31/03/2021,26.8,0.69,58081.5,0.02,157575000,"4,615,070",123683876
SUW,31/12/2020,15.9,-0.05,57025.84,0.15,141839000,"4,615,070",73379613
SUW,30/09/2020,16.6,0.16,49411.53,0,144566000,"4,615,070",76610162
SUW,30/06/2020,14.3,0.26,49569.17,0.19,148506000,"4,615,070",65995501
SUW,31/03/2020,11.4,0,41624.62,-0.28,151654000,"4,615,070",52611798
SUW,31/12/2019,11.4,0.01,57832.88,0.01,140946000,"4,615,070",52611798
SUW,30/09/2019,11.3,-0.02,57320.3,-0.05,139866000,"4,615,070",52150291
SUW,30/06/2019,11.5,0.13,60187.43,0.01,152487000,"4,615,070",53073305
SUW,31/03/2019,10.1,-0.27,59668.03,0.03,151003000,"4,615,070",46612207
SUW,31/12/2018,14,0.04,57690.5,-0.02,149137000,"4,615,070",64610980
SUW,30/09/2018,13.4,0,58974.76,0.05,143143000,"4,615,070",61841938
SUW,30/06/2018,13.4,-0.02,55954.44,-0.04,152383000,"4,615,070",61841938
SUW,31/03/2018,13.7,0.45,58377.42,-0.08,156180000,"4,615,070",63226459
SUW,31/12/2017,9.44,-0.04,63746.2,-0.01,150062000,"4,615,070",43566260.8
SUW,30/09/2017,9.81,0.08,64289.69,0.05,157698000,"4,615,070",45273836.7
SUW,30/06/2017,9.08,0.06,61018.36,0.05,163142000,"4,615,070",41904835.6
SUW,31/03/2017,8.57,0.11,57911.31,0.12,169255000,"4,615,070",39551149.9
SUW,31/12/2016,7.73,-0.1,51754.03,0.1,159856000,"4,615,070",35674491.1
SUW,30/09/2016,8.59,0,47084.94,0.05,157131000,"4,615,070",39643451.3
SUW,30/06/2016,8.61,0.05,44748.53,-0.09,175140000,"4,615,070",39735752.7
SUW,31/03/2016,8.2,-0.17,49017.35,0.05,171063000,"4,615,070",37843574
SUW,31/12/2015,9.85,-0.04,46467.38,-0.07,156892000,"4,615,070",45458439.5
SUW,30/09/2015,10.3,0,49824.59,-0.07,103468000,"4,615,070",47535221
SUW,30/06/2015,10.3,-0.07,53328.98,-0.01,106660000,"4,615,070",47535221
SUW,31/03/2015,11,-0.18,54091.32,0.05,104259000,"4,615,070",50765770
SUW,31/12/2014,13.5,0.24,51416.08,-0.06,102571000,"4,615,070",62303445
SUW,30/09/2014,10.9,-0.08,54878.58,0.06,104010000,"4,615,070",50304263
SUW,30/06/2014,11.9,-0.1,51934.94,-0.01,103464000,"4,615,070",54919333
SUW,31/03/2014,13.2,-0.13,52373.47,0.02,102710000,"4,615,070",60918924
SUW,31/12/2013,15.1,0.17,51284.25,0.02,99403000,"4,615,070",69687557
SUW,30/09/2013,12.9,0.09,50301.85,0.12,90604000,"4,615,070",59534403
SUW,30/06/2013,11.8,-0.18,44747.79,-0.01,85955000,"4,615,070",54457826
SUW,31/03/2013,14.3,-0.16,45147.57,-0.05,83475000,"4,615,070",65995501
SUW,31/12/2012,17,0.16,47460.59,0.09,83078000,"4,615,070",78456190
SUW,30/09/2012,14.6,0.06,43739.81,0.07,79026000,"4,615,070",67380022
SUW,31/03/2012,14.8,0.05,41267.16,0.1,76399000,"4,615,070",68303036
SUW,31/12/2011,14.1,-0.08,37595.44,-0.02,77216000,"4,615,070",65072487
SUW,30/06/2011,15.3,-0.06,48414.36,-0.01,71069000,"4,615,070",70610571
SUW,31/03/2011,16.2,0.19,48729.83,0.03,65335000,"4,195,520",67967424
SUW,31/12/2010,13.6,-0.01,47489.91,0.05,61228000,"4,195,520",57059072
SUW,30/06/2010,8.56,-0.03,39392.5,-0.07,45815000,"4,195,520",35913651.2
SUW,31/03/2010,8.82,0.04,42446.5,0.06,44756000,"4,195,520",37004486.4
SUW,31/12/2009,8.45,-0.07,39986,0.06,43897000,"4,195,520",35452144
SUW,30/06/2009,7.7,0.25,30419,0.27,42881000,"4,195,520",32305504
SUW,31/03/2009,6.18,0.01,24036.1,-0.12,42735000,"4,195,520",25928313.6
SUW,31/12/2008,6.12,-0.03,27228.6,-0.27,40372000,"4,195,520",25676582.4
SUW,30/06/2008,5.16,-0.45,41146.3,-0.14,42813000,"4,195,520",21648883.2
SUW,31/03/2008,9.32,-0.02,48011.3,-0.14,41299000,"4,195,520",39102246.4
SUW,31/12/2007,9.54,-0.19,55648.5,-0.08,40159000,"4,195,520",40025260.8
SUW,30/06/2007,16.8,0.27,66077.7,0.15,38083000,"4,195,520",70484736
SUW,31/03/2007,13.2,-0.31,57524.6,0.14,37273000,"4,195,520",55380864
SUW,31/12/2006,19.1,1.68,50411.8,0.14,34031000,"4,195,520",80134432
SUW,30/09/2006,7.13,-0.02,44052.5,0.08,34099000,"4,195,520",29914057.6
SUW,30/06/2006,7.31,0.21,40644.6,0.01,34982000,"4,195,520",30669251.2
SUW,31/03/2006,6.06,0.2,40220.3,0.13,33316000,"4,195,520",25424851.2
SUW,31/12/2005,5.03,0.21,35600.8,0.05,34080000,"4,195,520",21103465.6
SUW,30/09/2005,4.17,0.09,33801.2,0.19,33082000,"4,195,520",17495318.4
SUW,30/06/2005,3.82,0.11,28332.1,0.04,32843000,"4,195,520",16026886.4
SUW,31/03/2005,3.45,-0.21,27268.1,0.02,27468000,"4,195,520",14474544
SUW,31/12/2004,4.35,-0.16,26636.2,0.05,24696000,"4,195,520",18250512
SUW,30/09/2004,5.19,-0.13,25267.8,0.06,24589000,"4,195,520",21774748.8
SUW,30/06/2004,5.95,-0.1,23949.3,0,23760000,"4,195,520",24963344
SUW,31/03/2004,6.61,0.95,23870.1,0.15,23719000,"4,195,520",27732387.2
SUW,31/12/2003,3.39,-0.07,20820.1,0.08,23201000,"4,195,520",14222812.8
SUW,30/09/2003,3.65,-0.1,19330.5,0.21,22966000,"4,195,520",15313648
SUW,30/06/2003,4.04,0.11,15987.5,0.16,23393000,"4,195,520",16949900.8
SUW,31/03/2003,3.65,0.03,13759.4,-0.04,21815000,"4,195,520",15313648
SUW,31/12/2002,3.53,0.11,14366.7,0.12,21394000,"4,195,520",14810185.6
SUW,30/09/2002,3.18,0.33,12797.3,-0.1,22307000,"4,195,520",13341753.6
SUW,30/06/2002,2.387,0.63,14192.9,-0.06,22064000,"4,195,520",10014706.24
SUW,31/03/2002,1.469,-0.15,15026.4,0.08,22096000,"4,195,520",6163218.88
SUW,31/12/2001,1.735,0.06,13922.2,0.17,22324000,"4,195,520",7279227.2
