No,open,high,low,close,perc_change,abs_change,vol,Ticker,period
101,73.322,81.602,41.819,63.243,-21.12%,-16.929,"2,172,997",UCG,31-03-2012
100,87.749,112.200,74.307,80.172,-8.90%,-7.837,"41,598",UCG,31-12-2011
99,141.760,148.370,70.644,88.009,-37.92%,-53.761,"66,414",UCG,30-09-2011
98,170.170,173.770,129.560,141.770,-15.12%,-25.260,"21,934",UCG,30-06-2011
97,153.150,189.330,136.380,167.030,+11.85%,+17.690,"29,895",UCG,31-03-2011
96,182.860,184.310,145.190,149.340,-17.58%,-31.860,"30,064",UCG,31-12-2010
95,178.560,212.830,173.290,181.200,+1.97%,+3.500,"15,701",UCG,30-09-2010
94,199.110,210.900,153.380,177.700,-10.78%,-21.460,"550,657",UCG,30-06-2010
93,214.190,235.640,170.130,199.160,-5.88%,-12.440,"279,694",UCG,31-03-2010
92,261.030,268.000,205.000,211.600,-17.91%,-46.180,"204,377",UCG,31-12-2009
91,181.590,266.730,161.780,257.780,+39.87%,+73.480,"295,390",UCG,30-09-2009
90,106.370,205.000,106.370,184.300,+71.43%,+76.790,"40,743",UCG,30-06-2009
89,136.430,161.740,62.602,107.510,-21.09%,-28.730,"265,412",UCG,31-03-2009
88,186.480,200.180,113.780,136.240,-26.94%,-50.240,"192,089",UCG,31-12-2008
87,241.660,256.880,179.060,186.480,-23.14%,-56.130,"220,255",UCG,30-09-2008
86,275.130,312.900,242.610,242.610,-8.86%,-23.590,"428,022",UCG,30-06-2008
85,371.350,375.850,260.730,266.200,-27.58%,-101.360,"18,076",UCG,31-03-2008
84,401.740,553.890,324.590,367.560,-9.80%,-39.930,"564,158,929",UCG,31-12-2007
83,446.880,457.670,385.730,407.490,-9.26%,-41.580,"431,338,205",UCG,30-09-2007
82,492.330,528.680,445.610,449.070,-9.36%,-46.380,"484,999,891",UCG,30-06-2007
81,461.960,518.650,455.560,495.450,+8.30%,+37.970,"273,649,065",UCG,31-03-2007
80,468.090,476.070,440.560,457.480,-2.34%,-10.980,"184,362,114",UCG,31-12-2006
79,445.790,472.040,408.570,468.460,+5.26%,+23.410,"210,167,348",UCG,30-09-2006
78,422.060,451.890,401.740,445.050,+5.32%,+22.480,"424,260,093",UCG,30-06-2006
77,405.520,434.290,378.360,422.570,+4.62%,+18.670,"240,825,129",UCG,31-03-2006
76,330.880,410.730,312.000,403.900,+22.26%,+73.550,"256,238,109",UCG,31-12-2005
75,316.680,338.620,314.150,330.350,+4.02%,+12.770,"164,252,340",UCG,30-09-2005
74,334.140,342.040,295.270,317.580,-4.54%,-15.090,"272,048,483",UCG,30-06-2005
73,310.920,343.830,300.670,332.670,+7.18%,+22.290,"143,191,624",UCG,31-03-2005
72,320.450,333.940,306.070,310.380,-3.03%,-9.710,"235,612,907",UCG,31-12-2004
71,330.170,332.320,303.730,320.090,-3.48%,-11.530,"143,993,681",UCG,30-09-2004
70,332.500,349.770,317.040,331.620,+0.17%,+0.560,"194,256,537",UCG,30-06-2004
69,361.630,378.710,327.290,331.060,-8.50%,-30.760,"222,458,752",UCG,31-03-2004
68,335.200,372.960,326.930,361.820,+6.74%,+22.840,"138,539,432",UCG,31-12-2003
67,333.230,346.540,320.450,338.980,+1.90%,+6.310,"138,758,012",UCG,30-09-2003
66,281.070,341.490,277.830,332.670,+20.67%,+56.990,"207,838,869",UCG,30-06-2003
65,274.070,292.230,239.360,275.680,+0.59%,+1.610,"168,667,951",UCG,31-03-2003
64,274.410,292.760,227.850,274.070,+2.70%,+7.200,"158,769,799",UCG,31-12-2002
63,329.080,344.380,245.820,266.870,-19.17%,-63.300,"153,108,601",UCG,30-09-2002
62,323.330,350.120,303.900,330.170,+2.29%,+7.380,"126,827,002",UCG,30-06-2002
61,286.660,324.050,266.320,322.790,+13.54%,+38.490,"89,939,596",UCG,31-03-2002
60,286.660,302.840,232.510,284.300,-2.29%,-6.660,"78,671,680",UCG,31-12-2001
59,305.710,344.550,207.690,290.960,-5.93%,-18.350,"67,315,474",UCG,30-09-2001
58,318.480,346.540,300.850,309.310,-2.33%,-7.370,"58,830,225",UCG,30-06-2001
57,379.620,418.660,306.610,316.680,-17.67%,-67.970,"61,468,099",UCG,31-03-2001
56,423.490,436.280,371.710,384.650,-9.29%,-39.400,"46,338,360",UCG,31-12-2000
55,373.510,424.730,367.030,424.050,+11.86%,+44.970,"70,055,715",UCG,30-09-2000
54,295.640,385.920,292.230,379.080,+27.22%,+81.110,"62,055,635",UCG,30-06-2000
53,372.250,372.250,257.160,297.970,-18.54%,-67.810,"78,774,821",UCG,31-03-2000
52,358.760,378.900,326.570,365.780,+0.99%,+3.600,"52,863,013",UCG,31-12-1999
51,315.780,376.200,274.970,362.180,+16.49%,+51.260,"49,468,722",UCG,30-09-1999
50,383.390,400.110,301.930,310.920,-19.58%,-75.710,"54,765,148",UCG,30-06-1999
49,408.040,442.210,297.610,386.630,+4.07%,+15.110,"70,420,660",UCG,31-03-1999
48,257.700,378.360,222.090,371.520,+38.19%,+102.680,"54,012,711",UCG,31-12-1998
47,332.670,377.100,257.160,268.840,-18.04%,-59.170,"50,328,702",UCG,30-09-1998
46,315.410,376.200,282.880,328.010,+5.07%,+15.830,"55,921,835",UCG,30-06-1998
45,197.280,313.990,196.550,312.180,+58.10%,+114.720,"53,437,272",UCG,31-03-1998
44,160.580,201.590,145.300,197.460,+20.13%,+33.090,"43,954,217",UCG,31-12-1997
43,107.000,164.540,107.000,164.370,+53.88%,+57.550,"61,397,227",UCG,30-09-1997
42,77.508,111.320,76.599,106.820,+35.93%,+28.237,"53,293,939",UCG,30-06-1997
41,54.668,83.078,53.947,78.583,+41.87%,+23.194,"62,203,119",UCG,31-03-1997
40,56.469,58.806,50.710,55.389,-2.52%,-1.433,"18,492,751",UCG,31-12-1996
39,57.368,57.722,50.888,56.822,+0.31%,+0.175,"13,120,150",UCG,30-09-1996
38,50.530,62.042,49.815,56.647,+12.91%,+6.479,"22,485,157",UCG,30-06-1996
37,54.121,59.880,48.910,50.168,-7.64%,-4.147,"21,347,402",UCG,31-03-1996
36,56.110,56.469,48.556,54.315,-3.20%,-1.795,"15,623,914",UCG,31-12-1995
35,55.215,63.837,54.315,56.110,+2.30%,+1.264,"26,802,046",UCG,30-09-1995
34,46.040,58.990,45.852,54.846,+17.76%,+8.273,"24,094,752",UCG,30-06-1995
33,47.118,59.167,44.235,46.573,0.00%,0.000,"43,418,574",UCG,31-03-1995
32,54.489,54.846,41.360,46.573,-15.65%,-8.642,"33,198,784",UCG,31-12-1994
31,51.073,59.880,50.168,55.215,+7.36%,+3.785,"10,023,738",UCG,30-09-1994
30,59.343,66.538,49.631,51.430,-15.38%,-9.350,"16,467,391",UCG,30-06-1994
29,51.793,63.122,47.652,60.780,+18.18%,+9.350,"30,177,354",UCG,31-03-1994
28,56.289,57.009,46.213,51.430,-10.06%,-5.755,"13,336,338",UCG,31-12-1993
27,51.248,60.422,47.473,57.185,+20.01%,+9.533,"5,269,435",UCG,30-09-1993
26,48.014,59.343,45.323,47.652,+1.53%,+0.718,0,UCG,30-06-1993
25,57.722,60.780,43.343,46.934,-16.08%,-8.992,0,UCG,31-03-1993
24,31.110,57.368,29.848,55.926,+80.80%,+24.994,0,UCG,31-12-1992
23,26.072,33.989,19.781,30.932,+17.81%,+4.677,0,UCG,30-09-1992
22,34.346,35.066,26.072,26.255,-23.56%,-8.091,0,UCG,30-06-1992
21,35.429,41.183,33.630,34.346,-3.53%,-1.258,0,UCG,31-03-1992
20,43.156,44.056,33.630,35.604,-17.50%,-7.552,0,UCG,31-12-1991
19,47.839,49.631,42.082,43.156,-10.79%,-5.222,0,UCG,30-09-1991
18,46.757,50.352,42.623,48.378,+4.68%,+2.165,0,UCG,30-06-1991
17,39.741,48.734,38.123,46.213,+17.34%,+6.829,0,UCG,31-03-1991
16,39.924,43.877,36.687,39.384,-1.79%,-0.716,0,UCG,31-12-1990
15,47.473,54.315,39.562,40.100,-16.48%,-7.914,0,UCG,30-09-1990
14,45.677,51.073,45.677,48.014,+2.30%,+1.080,0,UCG,30-06-1990
13,50.352,53.947,45.323,46.934,-7.12%,-3.596,0,UCG,31-03-1990
12,46.402,51.073,42.443,50.530,+5.63%,+2.691,0,UCG,31-12-1989
11,41.360,53.589,40.820,47.839,+17.20%,+7.019,0,UCG,30-09-1989
10,35.785,41.895,34.167,40.820,+14.65%,+5.216,0,UCG,30-06-1989
9,31.290,37.944,30.393,35.604,+13.79%,+4.314,0,UCG,31-03-1989
8,23.558,31.472,22.837,31.290,+28.90%,+7.015,0,UCG,31-12-1988
7,19.242,24.637,18.881,24.275,+28.57%,+5.394,0,UCG,30-09-1988
6,21.219,21.400,17.624,18.881,-9.48%,-1.977,0,UCG,30-06-1988
5,24.816,25.898,19.958,20.858,-18.31%,-4.676,0,UCG,31-03-1988
4,30.210,38.663,24.455,25.534,-16.97%,-5.217,0,UCG,31-12-1987
3,34.707,36.503,30.751,30.751,-11.85%,-4.132,0,UCG,30-09-1987
2,39.741,43.343,34.883,34.883,-12.22%,-4.858,0,UCG,30-06-1987
1,47.118,49.451,39.741,39.741,,,0,UCG,31-03-1987
64,7.00,7.20,6.02,6.34,-8.38%,-0.58,"114,961",U2K,30-06-2022
63,4.60,7.94,4.46,6.92,+53.44%,+2.41,"1,484,153",U2K,31-03-2022
62,3.49,6.30,2.90,4.51,+29.60%,+1.03,"1,834,859",U2K,31-12-2021
61,3.31,3.49,2.99,3.48,+4.82%,+0.16,"93,330",U2K,30-09-2021
60,3.46,3.60,3.19,3.32,-2.92%,-0.10,"170,525",U2K,30-06-2021
59,2.88,3.44,2.86,3.42,+19.58%,+0.56,"139,947",U2K,31-03-2021
58,3.28,3.28,2.70,2.86,-14.88%,-0.50,"101,130",U2K,31-12-2020
57,2.551,3.55,2.512,3.36,+32.74%,+0.83,"236,989",U2K,30-09-2020
56,1.860,2.838,1.860,2.531,+36.08%,+0.671,"112,677",U2K,30-06-2020
55,2.148,2.551,1.726,1.860,-15.65%,-0.345,"136,847",U2K,31-03-2020
54,2.109,2.435,2.071,2.205,+3.60%,+0.077,"72,783",U2K,31-12-2019
53,2.301,2.646,2.129,2.129,-9.01%,-0.211,"83,821",U2K,30-09-2019
52,2.551,2.896,2.167,2.340,-6.15%,-0.153,"54,198",U2K,30-06-2019
51,2.109,2.493,1.946,2.493,+19.82%,+0.412,"120,041",U2K,31-03-2019
50,2.272,2.320,1.927,2.081,-8.05%,-0.182,"27,900",U2K,31-12-2018
49,2.455,2.473,2.181,2.263,-8.17%,-0.201,"77,073",U2K,30-09-2018
48,2.519,2.729,2.254,2.464,-2.17%,-0.055,"115,260",U2K,30-06-2018
47,2.948,3.085,2.327,2.519,-13.21%,-0.383,"156,955",U2K,31-03-2018
46,2.811,3.31,2.610,2.902,+3.24%,+0.091,"175,229",U2K,31-12-2017
45,3.114,3.71,2.738,2.811,-8.96%,-0.277,"294,052",U2K,30-09-2017
44,2.984,3.17,2.422,3.088,+3.48%,+0.104,"136,251",U2K,30-06-2017
43,2.742,3.33,2.672,2.984,+9.53%,+0.260,"258,423",U2K,31-03-2017
42,2.326,2.906,2.318,2.724,+15.38%,+0.363,"188,779",U2K,31-12-2016
41,2.035,2.422,1.931,2.361,+16.02%,+0.326,"261,221",U2K,30-09-2016
40,1.874,2.124,1.810,2.035,+7.66%,+0.145,"262,763",U2K,30-06-2016
39,1.595,1.969,1.468,1.890,+14.23%,+0.236,"507,278",U2K,31-03-2016
38,1.288,1.984,1.228,1.655,+22.78%,+0.307,"285,048",U2K,31-12-2015
37,1.932,1.977,1.310,1.348,-30.23%,-0.584,"179,445",U2K,30-09-2015
36,2.134,2.164,1.902,1.932,-7.20%,-0.150,"211,109",U2K,30-06-2015
35,1.722,2.239,1.685,2.082,+19.82%,+0.344,"238,066",U2K,31-03-2015
34,1.835,1.887,1.632,1.737,-8.66%,-0.165,"95,299",U2K,31-12-2014
33,2.029,2.074,1.775,1.902,-6.27%,-0.127,"136,820",U2K,30-09-2014
32,1.625,2.074,1.625,2.029,+24.89%,+0.404,"130,103",U2K,30-06-2014
31,2.059,2.164,1.625,1.625,-21.10%,-0.434,"190,331",U2K,31-03-2014
30,2.007,2.246,1.880,2.059,+3.39%,+0.067,"236,819",U2K,31-12-2013
29,2.069,2.179,1.910,1.992,-4.98%,-0.104,"334,040",U2K,30-09-2013
28,1.952,2.130,1.862,2.096,+8.54%,+0.165,"119,099",U2K,30-06-2013
27,2.199,2.302,1.911,1.931,-11.36%,-0.247,"203,817",U2K,31-03-2013
26,2.206,2.330,2.000,2.179,-1.86%,-0.041,"145,533",U2K,31-12-2012
25,2.200,2.371,2.020,2.220,+0.93%,+0.021,"75,732",U2K,30-09-2012
24,2.405,2.527,2.014,2.199,-8.83%,-0.213,"87,155",U2K,30-06-2012
23,2.251,2.440,2.123,2.412,+7.35%,+0.165,"135,892",U2K,31-03-2012
22,2.354,2.495,1.988,2.247,-4.54%,-0.107,"160,016",U2K,31-12-2011
21,3.17,3.17,1.924,2.354,-25.41%,-0.802,"119,201",U2K,30-09-2011
20,2.931,3.18,2.630,3.156,+5.81%,+0.173,"92,072",U2K,30-06-2011
19,2.874,3.24,2.694,2.983,+3.33%,+0.096,"157,010",U2K,31-03-2011
18,3.27,3.32,2.694,2.886,-11.42%,-0.372,"198,676",U2K,31-12-2010
17,3.109,3.70,3.109,3.26,+5.17%,+0.16,"239,763",U2K,30-09-2010
16,3.79,4.02,3.054,3.098,-18.13%,-0.686,"561,585",U2K,30-06-2010
15,3.25,3.96,3.103,3.78,+16.59%,+0.54,"482,698",U2K,31-03-2010
14,2.905,3.25,2.408,3.25,+11.51%,+0.33,"521,394",U2K,31-12-2009
13,2.662,3.41,2.520,2.911,+9.33%,+0.248,"493,755",U2K,30-09-2009
12,1.795,2.770,1.777,2.662,+48.83%,+0.874,"495,062",U2K,30-06-2009
11,2.124,2.184,1.592,1.789,-10.48%,-0.210,"152,898",U2K,31-03-2009
10,2.764,2.931,1.855,1.998,-28.48%,-0.796,"75,304",U2K,31-12-2008
9,2.872,3.52,2.309,2.794,-4.69%,-0.137,"165,432",U2K,30-09-2008
8,3.71,3.71,2.399,2.931,-20.97%,-0.778,"128,442",U2K,30-06-2008
7,4.49,4.76,3.30,3.71,-15.65%,-0.69,"672,782",U2K,31-03-2008
6,8.11,8.67,4.19,4.40,-45.71%,-3.70,"413,201",U2K,31-12-2007
5,10.55,10.55,7.54,8.10,-20.35%,-2.07,"328,908",U2K,30-09-2007
4,8.98,11.01,8.76,10.17,+9.68%,+0.90,"877,342",U2K,30-06-2007
3,8.88,9.81,8.08,9.27,+2.79%,+0.25,"1,369,115",U2K,31-03-2007
2,7.81,11.04,7.54,9.02,+15.55%,+1.21,"1,509,624",U2K,31-12-2006
1,9.69,10.47,7.60,7.81,,,"2,151,786",U2K,30-09-2006
40,41.95,52.00,40.55,51.80,+23.48%,+9.85,"567,089",UNT,30-06-2022
39,39.60,52.10,32.70,41.95,+5.14%,+2.05,"906,850",UNT,31-03-2022
38,48.30,51.30,36.35,39.90,-16.00%,-7.60,"713,495",UNT,31-12-2021
37,46.05,51.60,40.50,47.50,+1.50%,+0.70,"672,575",UNT,30-09-2021
36,41.30,52.40,40.91,46.80,+13.85%,+5.69,"846,519",UNT,30-06-2021
35,32.26,41.59,32.26,41.11,+27.42%,+8.85,"1,216,160",UNT,31-03-2021
34,35.77,35.82,22.40,32.26,-9.81%,-3.51,"1,798,521",UNT,31-12-2020
33,41.68,50.48,30.72,35.77,-14.19%,-5.91,"1,950,676",UNT,30-09-2020
32,17.96,43.17,17.41,41.68,+127.96%,+23.40,"2,128,326",UNT,30-06-2020
31,25.94,30.15,11.82,18.29,-28.49%,-7.29,"1,807,038",UNT,31-03-2020
30,22.64,31.07,20.62,25.57,+12.96%,+2.93,"1,051,449",UNT,31-12-2019
29,16.36,25.39,14.76,22.64,+38.37%,+6.28,"1,138,692",UNT,30-09-2019
28,11.50,16.41,9.21,16.36,+41.11%,+4.77,"958,126",UNT,30-06-2019
27,7.52,13.11,7.33,11.59,+58.92%,+4.30,"765,529",UNT,31-03-2019
26,8.67,9.53,6.40,7.30,-13.67%,-1.15,"355,123",UNT,31-12-2018
25,10.82,10.82,7.55,8.45,-21.19%,-2.27,"402,136",UNT,30-09-2018
24,15.08,17.94,10.36,10.72,-28.91%,-4.36,"869,116",UNT,30-06-2018
23,19.81,24.22,14.59,15.08,-22.27%,-4.32,"672,455",UNT,31-03-2018
22,29.43,29.43,18.09,19.41,-35.29%,-10.58,"646,125",UNT,31-12-2017
21,35.38,35.38,26.58,29.99,-12.93%,-4.45,"229,374",UNT,30-09-2017
20,40.26,40.26,33.34,34.44,-14.32%,-5.76,"692,748",UNT,30-06-2017
19,69.77,72.94,38.31,40.20,-41.05%,-27.99,"149,868",UNT,31-03-2017
18,31.71,68.18,31.71,68.18,+115.00%,+36.47,"18,589",UNT,31-12-2016
17,27.19,38.86,26.60,31.71,+16.62%,+4.52,"14,889",UNT,30-09-2016
16,15.41,27.27,11.83,27.19,+76.50%,+11.79,"18,019",UNT,30-06-2016
15,11.94,16.79,11.29,15.41,+28.21%,+3.39,"10,627",UNT,31-03-2016
14,10.83,13.87,9.24,12.02,+11.02%,+1.19,"8,104",UNT,31-12-2015
13,14.15,18.15,10.69,10.82,-22.20%,-3.09,"14,120",UNT,30-09-2015
12,7.83,18.61,7.83,13.91,+73.14%,+5.88,"18,222",UNT,30-06-2015
11,11.48,12.55,8.02,8.04,-29.54%,-3.37,"8,022",UNT,31-03-2015
10,8.59,17.49,7.61,11.40,+30.46%,+2.66,"37,489",UNT,31-12-2014
9,13.93,21.96,7.36,8.74,-37.19%,-5.18,"33,625",UNT,30-09-2014
8,5.71,14.50,4.54,13.92,+143.13%,+8.19,"51,655",UNT,30-06-2014
7,4.54,6.66,4.13,5.72,+35.00%,+1.48,"39,428",UNT,31-03-2014
6,4.39,4.39,3.029,4.24,-3.45%,-0.15,"28,923",UNT,31-12-2013
5,1.923,5.97,1.704,4.39,+131.88%,+2.50,"73,421",UNT,30-09-2013
4,1.802,1.916,1.383,1.894,+5.12%,+0.092,"15,216",UNT,30-06-2013
3,2.100,2.249,1.192,1.802,-15.33%,-0.326,"53,249",UNT,31-03-2013
2,2.022,2.370,1.632,2.128,+5.26%,+0.106,"96,931",UNT,31-12-2012
1,2.057,2.341,1.774,2.022,,,"4,371",UNT,30-09-2012
49,3.29,4.90,2.44,2.74,-16.46%,-0.54,"418,475",VTI,30-06-2022
48,2.79,4.00,2.52,3.28,+17.56%,+0.49,"296,743",VTI,31-03-2022
47,2.04,2.79,2.02,2.79,+39.50%,+0.79,"370,138",VTI,31-12-2021
46,2.50,2.50,1.96,2.00,-13.79%,-0.32,"166,425",VTI,30-09-2021
45,2.280,2.914,2.242,2.32,+1.74%,+0.04,"529,891",VTI,30-06-2021
44,2.164,2.826,1.920,2.280,+5.40%,+0.117,"690,164",VTI,31-03-2021
43,1.735,2.670,1.472,2.164,+25.43%,+0.439,"496,633",VTI,31-12-2020
42,1.423,2.514,1.423,1.725,+22.06%,+0.312,"1,065,954",VTI,30-09-2020
41,0.721,2.339,0.702,1.413,+95.94%,+0.692,"2,456,697",VTI,30-06-2020
40,1.15,1.15,0.624,0.721,-38.07%,-0.443,"1,122,938",VTI,31-03-2020
39,1.657,1.657,0.975,1.165,-25.08%,-0.390,"126,052",VTI,31-12-2019
38,1.423,1.769,1.423,1.554,+9.25%,+0.132,"46,270",VTI,30-09-2019
37,1.179,1.540,1.179,1.423,+20.66%,+0.244,"109,433",VTI,30-06-2019
36,1.355,1.657,1.179,1.179,-18.79%,-0.273,"194,448",VTI,31-03-2019
35,1.969,2.047,1.452,1.452,-27.67%,-0.556,"158,356",VTI,31-12-2018
34,2.690,2.729,1.910,2.008,-25.36%,-0.682,"133,912",VTI,30-09-2018
33,4.42,4.42,2.592,2.690,-36.41%,-1.540,"115,825",VTI,30-06-2018
32,5.36,5.75,4.23,4.23,-20.95%,-1.12,"122,703",VTI,31-03-2018
31,3.86,5.35,2.544,5.35,+40.41%,+1.54,"480,535",VTI,31-12-2017
30,5.12,5.22,2.924,3.81,-26.09%,-1.34,"75,956",VTI,30-09-2017
29,4.82,6.48,4.29,5.16,+6.87%,+0.33,"41,894",VTI,30-06-2017
28,3.26,4.87,3.17,4.82,+50.45%,+1.62,"97,419",VTI,31-03-2017
27,3.94,3.94,1.657,3.21,-14.99%,-0.57,"220,118",VTI,31-12-2016
26,3.75,4.11,3.40,3.77,+0.52%,+0.02,"27,667",VTI,30-09-2016
25,3.51,3.94,2.972,3.75,+5.48%,+0.19,"28,318",VTI,30-06-2016
24,2.436,4.11,2.193,3.56,+46.00%,+1.12,"72,091",VTI,31-03-2016
23,2.339,2.68,1.852,2.436,+6.38%,+0.146,"30,830",VTI,31-12-2015
22,2.242,2.534,1.949,2.290,+15.20%,+0.302,"6,819",VTI,30-09-2015
21,2.095,2.534,1.686,1.988,-0.49%,-0.010,"77,107",VTI,30-06-2015
20,1.998,2.641,1.706,1.998,-1.45%,-0.029,"125,513",VTI,31-03-2015
19,1.783,2.047,1.423,2.027,+15.56%,+0.273,"150,416",VTI,31-12-2014
18,0.926,1.949,0.848,1.754,+89.48%,+0.828,"267,301",VTI,30-09-2014
17,0.780,1.023,0.663,0.926,+13.10%,+0.107,"419,105",VTI,30-06-2014
16,0.867,0.916,0.663,0.819,-5.62%,-0.049,"130,774",VTI,31-03-2014
15,0.643,0.906,0.536,0.867,+30.87%,+0.205,"346,770",VTI,31-12-2013
14,0.351,0.682,0.3119,0.663,+88.89%,+0.312,"329,161",VTI,30-09-2013
13,0.331,0.370,0.2924,0.351,+5.88%,+0.019,"140,015",VTI,30-06-2013
12,0.2826,0.400,0.2631,0.331,+17.24%,+0.049,"557,547",VTI,31-03-2013
11,0.331,0.341,0.2631,0.2826,-14.71%,-0.0487,"263,512",VTI,31-12-2012
10,0.3119,0.331,0.2339,0.331,+6.25%,+0.019,"307,515",VTI,30-09-2012
9,0.370,0.497,0.2826,0.3119,-15.79%,-0.0585,"801,184",VTI,30-06-2012
8,0.361,0.565,0.2924,0.370,+2.70%,+0.010,"1,765,060",VTI,31-03-2012
7,0.341,0.507,0.2826,0.361,+5.71%,+0.019,"3,594,235",VTI,31-12-2011
6,0.614,0.799,0.2924,0.341,-44.45%,-0.273,"4,553,566",VTI,30-09-2011
5,0.663,0.770,0.409,0.614,-7.35%,-0.049,"4,222,662",VTI,30-06-2011
4,0.799,0.955,0.643,0.663,-17.07%,-0.136,"267,060",VTI,31-03-2011
3,1.121,1.15,0.702,0.799,-28.70%,-0.322,"383,958",VTI,31-12-2010
2,0.429,1.121,0.370,1.121,+161.36%,+0.692,"821,094",VTI,30-09-2010
1,0.556,0.624,0.390,0.429,,,"700,989",VTI,30-06-2010
5,42.5,49.1,36.5,37.2,-12.06%,-5.1,"451,605",VRC,30-06-2022
4,49.0,50.5,37.2,42.3,-13.66%,-6.7,"207,698",VRC,31-03-2022
3,53.7,54.5,47.5,49.0,-10.19%,-5.6,"202,549",VRC,31-12-2021
2,51.2,55.6,51.1,54.6,+5.51%,+2.8,"246,156",VRC,30-09-2021
1,54.0,57.8,50.0,51.7,,,"214,097",VRC,30-06-2021
31,718,728,576,580,-19.22%,-138,"6,247",VGO,30-06-2022
30,672,840,570,718,+7.16%,+48,"41,748",VGO,31-03-2022
29,746,764,650,670,-10.19%,-76,"16,556",VGO,31-12-2021
28,744,788,682,746,+4.19%,+30,"18,321",VGO,30-09-2021
27,752,818,704,716,-4.53%,-34,"15,600",VGO,30-06-2021
26,565,760,565,750,+32.74%,+185,"28,478",VGO,31-03-2021
25,575,595,486,565,-0.88%,-5,"29,009",VGO,31-12-2020
24,525,630,515,570,+8.57%,+45,"30,268",VGO,30-09-2020
23,350,570,330,525,+50.86%,+177,"47,006",VGO,30-06-2020
22,378,496,326,348,-6.95%,-26,"53,686",VGO,31-03-2020
21,296,378,262,374,+26.35%,+78,"23,135",VGO,31-12-2019
20,342,350,280,296,-14.45%,-50,"16,399",VGO,30-09-2019
19,330,358,318,346,+10.54%,+33,"7,965",VGO,30-06-2019
18,276,318,270,313,+13.82%,+38,"24,919",VGO,31-03-2019
17,300,305,248,275,-8.03%,-24,"27,188",VGO,31-12-2018
16,318,335,291,299,-6.27%,-20,"5,256",VGO,30-09-2018
15,304,334,290,319,+7.05%,+21,"55,969",VGO,30-06-2018
14,340,340,290,298,-5.99%,-19,"13,205",VGO,31-03-2018
13,325,330,286,317,-0.31%,-1,"13,703",VGO,31-12-2017
12,375,375,300,318,-15.17%,-57,"21,049",VGO,30-09-2017
11,318,386,303,375,+21.67%,+67,"62,671",VGO,30-06-2017
10,229,308,228,308,+35.78%,+81,"72,305",VGO,31-03-2017
9,239,241,215,227,-5.27%,-13,"28,731",VGO,31-12-2016
8,244,244,219,240,-2.00%,-5,"16,337",VGO,30-09-2016
7,220,248,213,244,+11.60%,+25,"46,152",VGO,30-06-2016
6,229,237,195,219,-10.09%,-25,"16,250",VGO,31-03-2016
5,233,257,212,244,+4.41%,+10,"22,750",VGO,31-12-2015
4,209,235,200,233,+9.40%,+20,"27,881",VGO,30-09-2015
3,194,231,189,213,+9.79%,+19,"36,257",VGO,30-06-2015
2,184,194,165,194,+5.55%,+10,"112,743",VGO,31-03-2015
1,177,199,175,184,,,"50,074",VGO,31-12-2014
54,6.80,7.44,6.70,6.96,+2.96%,+0.20,"286,878",VIN,30-06-2022
53,6.90,8.08,5.80,6.76,-2.31%,-0.16,"707,312",VIN,31-03-2022
52,7.68,8.12,6.50,6.92,-8.95%,-0.68,"965,244",VIN,31-12-2021
51,6.20,7.92,5.90,7.60,+22.65%,+1.40,"546,382",VIN,30-09-2021
50,5.70,7.00,5.21,6.20,+8.62%,+0.49,"434,666",VIN,30-06-2021
49,4.72,6.10,4.62,5.70,+20.83%,+0.98,"758,786",VIN,31-03-2021
48,4.66,5.15,4.03,4.72,-1.44%,-0.07,"1,283,333",VIN,31-12-2020
47,5.31,5.61,4.62,4.79,-10.48%,-0.56,"201,503",VIN,30-09-2020
46,5.22,6.05,4.31,5.35,+1.84%,+0.10,"335,325",VIN,30-06-2020
45,7.84,8.04,4.78,5.25,-33.01%,-2.59,"215,243",VIN,31-03-2020
44,8.29,8.36,7.38,7.84,-6.02%,-0.50,"116,491",VIN,31-12-2019
43,6.85,8.40,6.70,8.35,+20.18%,+1.40,"493,307",VIN,30-09-2019
42,7.07,7.09,6.59,6.94,-2.09%,-0.15,"977,010",VIN,30-06-2019
41,6.37,7.33,5.76,7.09,+11.01%,+0.70,"1,411,469",VIN,31-03-2019
40,7.87,8.04,6.18,6.39,-23.67%,-1.98,"305,574",VIN,31-12-2018
39,8.11,8.98,7.52,8.37,+2.73%,+0.22,"344,367",VIN,30-09-2018
38,6.94,9.06,5.88,8.15,+17.42%,+1.21,"1,002,206",VIN,30-06-2018
37,8.72,8.74,6.45,6.94,-18.43%,-1.57,"511,041",VIN,31-03-2018
36,8.96,9.69,7.99,8.51,-4.26%,-0.38,"1,619,396",VIN,31-12-2017
35,8.26,9.46,7.76,8.89,+9.55%,+0.77,"1,291,091",VIN,30-09-2017
34,6.88,8.65,6.75,8.11,+18.19%,+1.25,"1,523,005",VIN,30-06-2017
33,6.39,7.18,6.36,6.86,+7.46%,+0.48,"1,030,799",VIN,31-03-2017
32,6.44,6.77,5.73,6.39,-0.82%,-0.05,"740,921",VIN,31-12-2016
31,5.46,7.11,5.32,6.44,+17.93%,+0.98,"1,323,715",VIN,30-09-2016
30,6.05,6.26,5.01,5.46,-9.82%,-0.59,"1,138,979",VIN,30-06-2016
29,5.08,6.45,4.38,6.05,+18.55%,+0.95,"1,500,313",VIN,31-03-2016
