symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
TALEX,31-03-2006,PLN,14704,-1604,-1593,-1574,650,-954,47979,40484,"3 000,092",-525,13494
TALEX,30-06-2006,PLN,19725,-135,7,-26,587,452,50300,40098,"3 000,092",-9,13366
TALEX,30-09-2006,PLN,20010,148,237,259,640,788,50467,40357,"3 000,092",86,13452
TALEX,31-12-2006,PLN,27175,1833,1945,1623,624,2457,55130,41980,"3 000,092",541,13993
TALEX,31-03-2005,PLN,8684,-1673,-1477,-1476,891,-782,44095,39808,"3 000,092",-492,13269
TALEX,30-06-2005,PLN,42697,774,788,837,800,1574,67057,40255,"3 000,092",279,13418
TALEX,30-09-2005,PLN,26421,900,918,709,743,1643,52351,40964,"3 000,092",236,13654
TALEX,31-12-2005,PLN,34901,1412,1400,1095,749,2161,55029,42059,"3 000,092",365,14019
TALEX,31-03-2004,PLN,12224,80,140,98,743,823,47312,41618,"3 000,092",33,13872
TALEX,30-06-2004,PLN,19948,-483,-374,-330,716,233,57801,39788,"3 000,092",-110,13262
TALEX,30-09-2004,PLN,17990,259,388,273,948,1207,45065,40061,"3 000,092",91,13353
TALEX,31-12-2004,PLN,21631,1245,1555,1223,938,2183,54137,41284,"3 000,092",408,13761
TALEX,31-03-2003,PLN,26785,3632,3720,2681,737,4369,55759,42062,"3 000,092",894,14020
TALEX,30-06-2003,PLN,20399,852,1243,906,796,1648,51371,40568,"3 000,092",302,13522
TALEX,30-09-2003,PLN,13296,-99,139,115,720,621,50067,40683,"3 000,092",38,13561
TALEX,31-12-2003,PLN,16663,972,1171,837,718,1690,52659,41520,"3 000,092",279,13840
TALEX,31-03-2002,PLN,26179,2292,2279,1639,911,3203,50461,33724,"3 000,092",546,11241
TALEX,30-06-2002,PLN,21570,2165,2092,1514,957,3122,50567,34638,"3 000,092",505,11546
TALEX,30-09-2002,PLN,24928,3033,2530,1802,809,3842,60859,36440,"3 000,092",601,12146
TALEX,31-12-2002,PLN,37038,4225,4157,2941,734,4959,57262,39381,"3 000,092",980,13127
TALEX,31-03-2001,PLN,24117,71,401,259,805,876,42683,31392,"3 000,092",86,10464
TALEX,30-06-2001,PLN,21087,315,369,309,690,1005,44847,30501,"3 000,092",103,10167
TALEX,30-09-2001,PLN,13745,354,206,142,818,1172,39969,30647,"3 000,092",47,10215
TALEX,31-12-2001,PLN,24050,1614,2070,1505,693,2307,49328,32085,"3 000,092",502,10695
TALEX,31-03-2000,PLN,10133,1828,1908,1340,123,1951,12962,7793,0,,
TALEX,30-06-2000,PLN,6623,950,1018,722,184,1134,13144,8515,0,,
TALEX,30-09-2000,PLN,8131,973,1074,767,165,1138,18945,9282,0,,
TALEX,31-12-2000,PLN,16902,1103,1773,1261,223,1326,42990,31133,"3 000,092",420,10377
TALEX,31-03-1999,PLN,5433,14,22,22,182,196,7227,5270,0,,
TALEX,30-06-1999,PLN,6288,1386,1426,998,162,1548,7975,5538,0,,
TALEX,30-09-1999,PLN,9575,1231,1204,793,148,1379,9878,6331,0,,
TALEX,31-12-1999,PLN,8374,1452,1481,970,127,1579,10442,7301,0,,
TALEX,31-12-1998,,0,0,0,0,0,0,7282,5248,0,,
TARCZYNSKI,31-03-2021,PLN,299682,42567,37247,30113,9596,52163,900258,333704,"11 346,936",2654,29409
TARCZYNSKI,30-06-2021,PLN,269745,18244,13733,10815,9547,27791,923593,328290,"11 346,936",953,28932
TARCZYNSKI,30-09-2021,PLN,314648,36466,34111,27283,9664,46130,949851,356494,"11 346,936",2404,31418
TARCZYNSKI,31-12-2021,PLN,329189,29746,26626,22038,9760,39506,1037579,382185,"11 346,936",1942,33682
TARCZYNSKI,31-03-2020,PLN,256161,11840,5623,4215,8612,20452,745695,216007,"11 346,936",371,19037
TARCZYNSKI,30-06-2020,PLN,220158,16534,13483,10476,9418,25952,715476,225946,"11 346,936",923,19913
TARCZYNSKI,30-09-2020,PLN,269806,49674,46842,38237,9212,58886,758068,264459,"11 346,936",3370,23307
TARCZYNSKI,31-12-2020,PLN,268678,48345,44570,37286,9257,57602,785533,302313,"11 346,936",3286,26643
TARCZYNSKI,31-03-2019,PLN,197836,11517,9020,7133,7230,18747,705144,214427,"11 346,936",629,18897
TARCZYNSKI,30-06-2019,PLN,205639,4701,2374,1749,7145,11846,636606,193611,"11 346,936",154,17063
TARCZYNSKI,30-09-2019,PLN,247601,19330,17194,13742,7262,26592,680305,206950,"11 346,936",1211,18238
TARCZYNSKI,31-12-2019,PLN,235682,17476,7805,7032,7741,25217,705144,214427,"11 346,936",620,18897
TARCZYNSKI,31-03-2018,PLN,181070,10237,8061,5693,7265,17502,545735,170191,"11 346,936",502,14999
TARCZYNSKI,30-06-2018,PLN,178494,-2877,-9023,-7641,7249,4372,562647,161475,"11 346,936",-673,14231
TARCZYNSKI,30-09-2018,PLN,203897,20822,18434,14201,7027,27849,562647,161475,"11 346,936",1251,14231
TARCZYNSKI,31-12-2018,PLN,202789,19418,17070,16205,6911,26329,619000,190952,"11 346,936",1428,16828
TARCZYNSKI,31-03-2017,PLN,183348,2802,959,799,6795,9597,497248,138669,"11 346,936",70,12221
TARCZYNSKI,30-06-2017,PLN,179595,3034,4307,3958,7003,10037,482210,135325,"11 346,936",349,11926
TARCZYNSKI,30-09-2017,PLN,188811,11982,12221,10191,7144,19126,488388,145592,"11 346,936",898,12831
TARCZYNSKI,31-12-2017,PLN,185942,19706,12316,9473,7949,27655,520186,164498,"11 346,936",835,14497
TARCZYNSKI,31-03-2016,PLN,149548,3958,2469,1944,5907,9865,435254,135297,"11 346,936",171,11924
TARCZYNSKI,30-06-2016,PLN,154945,3023,4816,4764,6208,9231,428492,132861,"11 346,936",420,11709
TARCZYNSKI,30-09-2016,PLN,175420,4988,3102,2455,6268,11256,446216,135529,"11 346,936",216,11944
TARCZYNSKI,31-12-2016,PLN,177765,1707,2238,2003,6371,8078,475200,137787,"11 346,936",176,12143
TARCZYNSKI,31-03-2015,PLN,132677,6981,7745,6648,4761,11742,399327,120515,"11 346,936",586,10621
TARCZYNSKI,30-06-2015,PLN,128595,5435,3619,2881,5355,10790,399639,123908,"11 346,936",254,10920
TARCZYNSKI,30-09-2015,PLN,147783,9001,8908,7368,5536,14537,416368,130866,"11 346,936",649,11533
TARCZYNSKI,31-12-2015,PLN,140947,4448,2753,2381,5795,10243,413749,133346,"11 346,936",210,11752
TARCZYNSKI,31-03-2014,PLN,117784,3558,5672,5157,4995,8553,362916,110433,"11 346,936",454,9732
TARCZYNSKI,30-06-2014,PLN,129999,1941,92,-37,4437,6378,381193,109907,"11 346,936",-3,9686
TARCZYNSKI,30-09-2014,PLN,128074,6692,6081,5014,4996,11688,370109,114575,"11 346,936",442,10097
TARCZYNSKI,31-12-2014,PLN,125928,4793,3111,2387,5061,9854,384558,116867,"11 346,936",210,10299
TARCZYNSKI,31-03-2013,PLN,103289,4823,4570,3805,3121,7944,0,0,"6 364,936",598,0
TARCZYNSKI,30-06-2013,PLN,113470,2921,1456,1123,3366,6287,302946,103612,"11 346,936",99,9131
TARCZYNSKI,30-09-2013,PLN,124036,2375,2014,1772,3601,5976,312569,105379,"11 346,936",156,9287
TARCZYNSKI,31-12-2013,PLN,121334,1646,638,232,5145,6791,326011,105298,"11 346,936",20,9280
TARCZYNSKI,30-09-2012,PLN,97420,3119,6832,6700,0,3119,231470,54014,"6 364,936",1053,8486
TARCZYNSKI,31-12-2012,PLN,101001,6494,5807,4624,3066,9560,231301,57369,"6 364,936",726,9013
TATRY,30-06-2020,EUR,0,0,0,0,0,0,501309,133316,"6 707,198",0,19877
TATRY,31-12-2020,EUR,0,0,0,0,0,0,486423,108085,"6 707,198",0,16115
TATRY,30-06-2021,EUR,0,0,0,0,0,0,488573,84148,"6 707,198",0,12546
TATRY,31-12-2021,EUR,0,0,0,0,0,0,498616,88735,"6 707,198",0,13230
TATRY,30-06-2018,EUR,0,0,0,0,0,0,409269,128928,"6 707,198",0,19222
TATRY,31-12-2018,EUR,0,0,0,0,0,0,495104,122922,"6 707,198",0,18327
TATRY,30-06-2019,EUR,0,0,0,0,0,0,473320,132960,"6 707,198",0,19823
TATRY,31-12-2019,EUR,0,0,0,0,0,0,483663,124461,"6 707,198",0,18556
TATRY,31-12-2015,EUR,0,0,0,0,0,0,360302,101276,"6 707,198",0,15100
TATRY,31-12-2016,EUR,0,0,0,0,0,0,371765,106091,"6 707,198",0,15817
TATRY,30-06-2017,EUR,0,0,0,0,0,0,386757,118553,"6 707,198",0,17675
TATRY,31-12-2017,EUR,0,0,0,0,0,0,406547,115349,"6 707,198",0,17198
TATRY,31-12-2013,EUR,0,0,0,0,0,0,345504,101477,"6 707,198",0,15130
TATRY,31-12-2014,EUR,0,0,0,0,0,0,354712,101252,"6 707,198",0,15096
TAURONPE,31-03-2021,PLN,4448332,59227,-249103,-285558,3905,63132,29934383,11283588,"1 752 549,394",-163,6438
TAURONPE,30-06-2021,PLN,3027395,-110676,850957,854348,3909,-106767,29805235,12148909,"1 752 549,394",487,6932
TAURONPE,30-09-2021,PLN,4066900,-103829,15903,35286,3809,-100020,29809997,12236356,"1 752 549,394",20,6982
TAURONPE,31-12-2021,PLN,6673373,200278,-381757,-344076,1377,201655,31480000,12101000,"1 752 549,394",-196,6905
TAURONPE,31-03-2020,PLN,2621243,-67018,-773691,-721023,3469,-63549,31391312,14014157,"1 752 549,394",-411,7996
TAURONPE,30-06-2020,PLN,2585677,132568,-885213,-896509,3481,136049,28478579,12745712,"1 752 549,394",-512,7273
TAURONPE,30-09-2020,PLN,2708846,139402,802631,791264,3687,143089,28543095,13544015,"1 752 549,394",451,7728
TAURONPE,31-12-2020,PLN,3424234,-1114952,-2333727,-2425732,3363,-1111589,29046000,11461000,"1 752 549,394",-1384,6540
TAURONPE,31-03-2019,PLN,2516047,-19484,-180379,-155717,3243,-16241,29813474,15101921,"1 752 549,394",-89,8617
TAURONPE,30-06-2019,PLN,2361423,25891,-335828,-457305,0,25891,29177376,14644185,"1 752 549,394",-261,8356
TAURONPE,30-09-2019,PLN,2418932,74105,921330,923528,3297,77402,30408903,15569194,"1 752 549,394",527,8884
TAURONPE,31-12-2019,PLN,3384175,20590,-751330,-773336,3432,24022,30485129,14808177,"1 752 549,394",-441,8450
TAURONPE,31-03-2018,PLN,1924505,-30082,-40803,-42502,1314,-28768,30048769,16936300,"1 752 549,394",-24,9664
TAURONPE,30-06-2018,PLN,1787274,-6359,-966928,-969224,1172,-5187,28748770,15967080,"1 752 549,394",-553,9111
TAURONPE,30-09-2018,PLN,2100804,83224,921707,901507,1042,84266,30474145,16867159,"1 752 549,394",514,9624
TAURONPE,31-12-2018,PLN,2806059,-24124,-1646259,-1599634,1231,-22893,29512990,15259836,"1 752 549,394",-913,8707
TAURONPE,31-03-2017,PLN,1908605,193182,323923,277713,1490,194672,27963417,16804556,"1 752 549,394",158,9589
TAURONPE,30-06-2017,PLN,1712047,40716,635519,622618,1402,42118,29085248,17423270,"1 752 549,394",355,9942
TAURONPE,30-09-2017,PLN,1774029,-6550,-46088,-40516,1378,-5172,30967198,17383420,"1 752 549,394",-23,9919
TAURONPE,31-12-2017,PLN,2397344,35440,6211,-5464,1262,36702,30321374,17377906,"1 752 549,394",-3,9916
TAURONPE,31-03-2016,PLN,1935419,-1764,40979,60454,2525,761,27066912,16673329,"1 752 549,394",34,9514
TAURONPE,30-06-2016,PLN,1952873,30558,511259,489457,1925,32483,27285141,17181995,"1 752 549,394",279,9804
TAURONPE,30-09-2016,PLN,1790415,-14590,-48837,-50752,1679,-12911,26911885,17159485,"1 752 549,394",-29,9791
TAURONPE,31-12-2016,PLN,2316621,-48807,-652535,-665412,1593,-47214,27672376,16530268,"1 752 549,394",-380,9432
TAURONPE,31-03-2015,PLN,2436550,24188,88666,85812,1954,26142,30401461,20337951,"1 752 549,394",49,11605
TAURONPE,30-06-2015,PLN,2207010,7098,1451108,1451346,1948,9046,31202391,21553241,"1 752 549,394",828,12298
TAURONPE,30-09-2015,PLN,2092358,4908,78391,71479,2019,6927,31661364,21635601,"1 752 549,394",41,12345
TAURONPE,31-12-2015,PLN,2326328,-160561,-5068959,-5062545,2024,-158537,26474156,16592497,"1 752 549,394",-2889,9468
TAURONPE,31-03-2014,PLN,2389317,18109,14394,1755,6569,24678,28109145,19451098,"1 752 549,394",1,11099
TAURONPE,30-06-2014,PLN,1886239,7504,1091961,1087457,6621,14125,28673949,20181120,"1 752 549,394",621,11515
TAURONPE,30-09-2014,PLN,1997249,-10253,7631,13478,3782,-6471,28915737,20181644,"1 752 549,394",8,11516
TAURONPE,31-12-2014,PLN,2416994,43292,58541,43753,2462,45754,30340530,20239567,"1 752 549,394",25,11549
TAURONPE,31-03-2013,PLN,3088284,180052,244312,244710,5957,186009,26254024,18290049,"1 752 549,394",140,10436
TAURONPE,30-06-2013,PLN,2469711,15307,1418872,1402127,5599,20906,27086242,19375187,"1 752 549,394",800,11055
TAURONPE,30-09-2013,PLN,2500396,15637,-6005,-18622,6072,21709,27832492,19363594,"1 752 549,394",-11,11049
TAURONPE,31-12-2013,PLN,2851369,55806,39343,60757,5604,61410,27962131,19443162,"1 752 549,394",35,11094
TAURONPE,31-03-2012,PLN,2615600,2815,-36093,-52810,3959,6774,24395111,17274292,"1 752 549,394",-30,9857
TAURONPE,30-06-2012,PLN,2224319,21927,1542801,1514747,2204,24131,24759464,18214200,"1 752 549,394",864,10393
TAURONPE,30-09-2012,PLN,2260463,5085,-17394,-17394,3471,8556,25466970,18147601,"1 752 549,394",-10,10355
TAURONPE,31-12-2012,PLN,2789490,17283,-9358,-9355,4449,21732,25758069,18042008,"1 752 549,394",-5,10295
TAURONPE,31-03-2011,PLN,2193988,43089,44683,36235,996,44085,19206715,16559916,"1 752 549,394",21,9449
TAURONPE,30-06-2011,PLN,2031986,2756,1016649,1012638,1347,4103,19584729,17309672,"1 752 549,394",578,9877
TAURONPE,30-09-2011,PLN,2031997,18601,28726,24059,1299,19900,19110897,17333731,"1 752 549,394",14,9891
TAURONPE,31-12-2011,PLN,2587177,17384,17853,13161,1463,18847,22823054,17341198,"1 752 549,394",8,9895
TAURONPE,31-03-2010,PLN,1814085,17006,17775,13796,687,17693,0,0,"2 797 256,712",5,0
TAURONPE,30-06-2010,PLN,1592655,-4802,178695,175273,858,-3944,15418392,14819397,"2 860 989,772",61,5180
TAURONPE,30-09-2010,PLN,1669296,11383,14136,11241,772,12155,15531422,14830639,"2 860 989,772",4,5184
TAURONPE,31-12-2010,PLN,2109234,-13961,-11808,-9833,907,-13054,18445185,16523681,"3 154 588,909",-3,5238
TAURONPE,30-09-2009,PLN,1577385,18866,109498,90977,575,19441,0,0,"2 797 256,712",33,0
TAURONPE,31-12-2009,PLN,1815847,-4325,-3001,-2033,427,-3898,14755018,14226493,"2 797 256,712",-1,5086
TBULL,31-03-2021,PLN,1518,-721,-695,-695,1160,439,22625,16606,"1 161,989",-598,14291
TBULL,30-06-2021,PLN,1799,69,12,12,1144,1213,21578,16630,"1 161,989",10,14312
TBULL,30-09-2021,PLN,2360,229,284,284,873,1102,22209,16908,"1 188,305",239,14229
TBULL,31-12-2021,PLN,3353,456,437,437,979,1435,21766,17344,"1 188,305",367,14596
TBULL,31-03-2020,PLN,1644,-80,-55,-46,1730,1650,21213,14928,"1 161,989",-40,12847
TBULL,30-06-2020,PLN,2090,457,1410,1134,1061,1518,22089,16062,"1 161,989",976,13823
TBULL,30-09-2020,PLN,1742,-486,1280,1280,1140,654,23682,17342,"1 161,989",1102,14925
TBULL,31-12-2020,PLN,1556,-397,-1735,-542,1172,775,22926,17300,"1 161,989",-467,14888
TBULL,31-03-2019,PLN,1636,-99,-131,822,1191,1092,20048,15368,"1 161,989",707,13225
TBULL,30-06-2019,PLN,1596,520,477,-660,1105,1625,20160,14708,"1 161,989",-568,12658
TBULL,30-09-2019,PLN,1469,-110,-146,-361,1169,1059,19398,13355,"1 161,989",-311,11494
TBULL,31-12-2019,PLN,1877,970,1736,2303,1150,2120,22122,16650,"1 161,989",1982,14329
TBULL,31-03-2018,PLN,1956,1166,1103,889,1050,2216,16501,13845,"1 124,100",790,12317
TBULL,30-06-2018,PLN,3332,928,906,725,885,1813,17629,14571,"1 124,100",645,12962
TBULL,30-09-2018,PLN,1822,1074,1056,847,1086,2160,18820,15418,"1 161,989",729,13269
TBULL,31-12-2018,PLN,1800,-3200,-3276,-1959,1082,-2118,20341,14546,"1 161,989",-1686,12518
TBULL,31-03-2017,PLN,3775,1598,1556,1249,935,2533,10808,9098,"1 102,000",1133,8256
TBULL,30-06-2017,PLN,3665,1297,1408,1136,994,2291,11963,10234,"1 102,000",1031,9287
TBULL,30-09-2017,PLN,1931,1136,1614,1291,720,1856,13468,11525,"1 124,100",1148,10253
TBULL,31-12-2017,PLN,3665,1347,1251,1432,1032,2379,14862,12957,"1 124,100",1274,11526
TBULL,31-03-2016,PLN,2730,1427,1355,1102,501,1928,5320,3954,0,,
TBULL,30-06-2016,PLN,3489,1590,1564,1261,914,2504,6623,5215,"1 102,000",1145,4733
TBULL,30-09-2016,PLN,3589,1515,1452,1176,653,2168,7789,6386,"1 102,000",1067,5795
TBULL,31-12-2016,PLN,3787,1641,1603,1456,820,2461,9230,7849,"1 102,000",1321,7123
TBULL,31-12-2014,PLN,0,0,0,0,0,0,1462,1435,"1 008,000",0,1424
TBULL,30-06-2015,PLN,678,301,297,222,152,453,3638,2061,"1 008,000",220,2044
TBULL,30-09-2015,PLN,924,112,68,38,174,286,3979,2099,"1 008,000",37,2082
TBULL,31-12-2015,PLN,1537,989,936,744,168,1157,4376,2843,0,,
TBULL,31-12-2013,PLN,0,0,0,0,0,0,436,246,"1 008,000",0,244
TBULL,30-06-2014,PLN,0,0,0,0,0,0,1395,1137,"1 008,000",0,1128
TESGAS,30-06-2021,PLN,20577,2059,2048,2080,747,2806,101530,76238,"11 350,000",183,6717
TESGAS,30-09-2021,PLN,16957,1967,1959,1632,754,2721,116304,77869,"11 350,000",144,6861
TESGAS,31-12-2021,PLN,20323,3139,2199,2054,768,3907,115711,79924,"11 350,000",181,7042
TESGAS,31-03-2022,PLN,17898,-465,-475,-394,738,273,113298,79530,"11 350,000",-35,7007
TESGAS,30-06-2020,PLN,14409,577,580,499,677,1254,94992,70734,"11 350,000",44,6232
TESGAS,30-09-2020,PLN,21224,1312,1311,1132,688,2000,99004,71866,"11 350,000",100,6332
TESGAS,31-12-2020,PLN,18867,1199,1174,1784,716,1915,108152,73650,"11 350,000",157,6489
TESGAS,31-03-2021,PLN,20482,487,474,508,706,1193,104291,74158,"11 350,000",45,6534
TESGAS,30-06-2019,PLN,24317,720,1072,960,624,1344,104111,66622,"11 350,000",85,5870
TESGAS,30-09-2019,PLN,30319,538,515,680,633,1171,91983,67302,"11 350,000",60,5930
TESGAS,31-12-2019,PLN,25367,989,2543,2424,629,1618,98408,69726,"11 350,000",214,6143
TESGAS,31-03-2020,PLN,12509,645,644,509,666,1311,92619,70235,"11 350,000",45,6188
TESGAS,30-06-2018,PLN,12734,231,265,-204,536,767,78579,64003,"11 350,000",-18,5639
TESGAS,30-09-2018,PLN,14372,1315,1333,1372,562,1877,83652,65374,"11 350,000",121,5760
TESGAS,31-12-2018,PLN,16609,1326,848,940,618,1944,87899,66315,"11 350,000",83,5843
TESGAS,31-03-2019,PLN,18466,-381,-366,-653,570,189,93371,65661,"11 350,000",-58,5785
TESGAS,30-06-2017,PLN,9042,-1640,-1963,-2267,576,-1064,79906,66038,"11 350,000",-200,5818
TESGAS,30-09-2017,PLN,9676,-1670,-1600,-1538,565,-1105,78384,64501,"11 350,000",-136,5683
TESGAS,31-12-2017,PLN,14520,160,-175,16,556,716,87510,64517,"11 350,000",1,5684
TESGAS,31-03-2018,PLN,14580,-99,-59,-204,513,414,82035,64207,"11 350,000",-18,5657
TESGAS,30-06-2016,PLN,12102,-1016,-1339,-1377,555,-461,93101,73179,"11 350,000",-121,6447
TESGAS,30-09-2016,PLN,13180,-659,-430,-694,584,-75,90956,72485,"11 350,000",-61,6386
TESGAS,31-12-2016,PLN,12234,-1761,-1611,-1309,592,-1169,89983,71176,"11 350,000",-115,6271
TESGAS,31-03-2017,PLN,6514,-2694,-2643,-2870,552,-2142,83402,68306,"11 350,000",-253,6018
TESGAS,30-06-2015,PLN,17752,918,262,128,509,1427,99560,75502,"11 350,000",11,6652
TESGAS,30-09-2015,PLN,12512,595,724,511,555,1150,99725,76012,"11 350,000",45,6697
TESGAS,31-12-2015,PLN,17495,847,338,749,578,1425,102280,76762,"11 350,000",66,6763
TESGAS,31-03-2016,PLN,7512,-1038,-883,-1071,544,-494,92590,75691,"11 350,000",-94,6669
TESGAS,30-06-2014,PLN,15982,-497,-386,-339,501,4,105509,74450,"11 350,000",-30,6559
TESGAS,30-09-2014,PLN,22879,724,833,700,516,1240,104642,75150,"11 350,000",62,6621
TESGAS,31-12-2014,PLN,24549,3347,985,833,555,3902,106309,75983,"11 350,000",73,6695
TESGAS,31-03-2015,PLN,18273,513,660,526,506,1019,102203,76508,"11 350,000",46,6741
TESGAS,30-06-2013,PLN,10217,-307,-69,-77,500,193,105075,73413,"11 350,000",-7,6468
TESGAS,30-09-2013,PLN,16499,509,638,258,509,1018,108214,73672,"11 350,000",23,6491
TESGAS,31-12-2013,PLN,17522,1796,2866,3850,50,1846,115518,77521,"11 350,000",339,6830
TESGAS,31-03-2014,PLN,15653,-229,157,105,483,254,108763,77626,"11 350,000",9,6839
TESGAS,30-06-2012,PLN,13162,-8386,-41249,-41011,547,-7839,103302,70528,"11 350,000",-3613,6214
TESGAS,30-09-2012,PLN,15017,910,168,-17,550,1460,105140,70511,"11 350,000",-1,6212
TESGAS,31-12-2012,PLN,22274,593,2829,2875,557,1150,115185,73387,"11 350,000",253,6466
TESGAS,31-03-2013,PLN,10540,-149,138,103,498,349,106563,73490,"11 350,000",9,6475
TESGAS,30-06-2011,PLN,23110,3498,3013,2436,575,4073,146361,105232,"11 250,000",217,9354
TESGAS,30-09-2011,PLN,20361,303,1157,1046,575,878,0,0,"11 250,000",93,0
TESGAS,31-12-2011,PLN,23255,4129,4138,3289,565,4694,146860,109667,"11 250,000",292,9748
TESGAS,31-03-2012,PLN,12842,2369,2374,1872,536,2905,137936,111539,"11 350,000",165,9827
TESGAS,30-06-2010,PLN,21120,4631,4499,3682,559,5190,79358,42076,"7 050,000",522,5968
TESGAS,30-09-2010,PLN,20264,2558,2775,2086,557,3115,0,0,"11 050,000",189,0
TESGAS,31-12-2010,PLN,47396,2114,2828,2224,580,2694,162011,101164,"11 050,000",201,9155
TESGAS,31-03-2011,PLN,27039,1030,1687,1432,616,1646,148427,102796,"11 250,000",127,9137
TESGAS,30-06-2009,PLN,21792,2768,2544,2107,636,3404,70936,32248,0,,
TESGAS,30-09-2009,PLN,25835,3160,3004,2381,606,3766,0,0,"7 050,000",338,0
TESGAS,31-12-2009,PLN,29645,0,2172,1729,613,613,96221,36534,"7 050,000",245,5182
TESGAS,31-03-2010,PLN,15666,2090,2009,1619,509,2599,79897,38273,"7 050,000",230,5429
TESGAS,30-06-2008,PLN,0,0,0,0,0,0,53366,16036,0,,
TESGAS,30-09-2008,PLN,19908,3516,3349,2521,0,3516,73910,18557,0,,
TESGAS,31-12-2008,PLN,25914,1426,1162,860,677,2103,75457,19888,0,,
TESGAS,31-03-2009,PLN,13700,1780,1492,1109,655,2435,57553,21117,0,,
TESGAS,31-12-2007,PLN,0,0,0,0,0,0,54056,14457,0,,
TIM,31-03-2021,PLN,258416,14897,14840,11928,1299,16196,431878,190640,"22 199,200",537,8588
TIM,30-06-2021,PLN,311288,30049,30202,24056,1356,31405,502655,193007,"22 199,200",1084,8694
TIM,30-09-2021,PLN,335227,32735,32570,26024,1295,34030,489184,219545,"22 199,200",1172,9890
TIM,31-12-2021,PLN,347412,25577,25572,20523,1522,27099,458907,217433,"22 199,200",924,9795
TIM,31-03-2020,PLN,213175,6237,5808,4514,1475,7712,406988,173313,"22 199,200",203,7807
TIM,30-06-2020,PLN,217970,8979,9084,7262,1614,10593,370932,180575,"22 199,200",327,8134
TIM,30-09-2020,PLN,240776,11479,11547,9775,1508,12987,413846,190349,"22 199,200",440,8575
TIM,31-12-2020,PLN,263807,18688,18508,14489,1536,20224,392651,178198,"22 199,200",653,8027
TIM,31-03-2019,PLN,188051,7459,7298,5726,1464,8923,347208,169567,"22 199,200",258,7638
TIM,30-06-2019,PLN,188066,7983,7914,6053,1567,9550,368259,175620,"22 199,200",273,7911
TIM,30-09-2019,PLN,207207,7413,7389,6477,1575,8988,384301,182097,"22 199,200",292,8203
TIM,31-12-2019,PLN,215093,6705,6605,4458,1652,8357,374457,168799,"22 199,200",201,7604
TIM,31-03-2018,PLN,175462,2672,2672,2261,1030,3702,346422,178090,"22 199,200",102,8022
TIM,30-06-2018,PLN,179063,1778,1823,1430,1144,2922,342328,179520,"22 199,200",64,8087
TIM,30-09-2018,PLN,196394,4871,4694,3924,1025,5896,360190,183444,"22 199,200",177,8264
TIM,31-12-2018,PLN,200557,3570,3325,2596,1075,4645,331228,163841,"22 199,200",117,7380
TIM,31-03-2017,PLN,147646,463,408,327,877,1340,319302,175424,"22 199,200",15,7902
TIM,30-06-2017,PLN,151027,-718,-701,-563,928,210,302359,174861,"22 199,200",-25,7877
TIM,30-09-2017,PLN,173210,1652,1544,1210,903,2555,334826,176071,"22 199,200",55,7931
TIM,31-12-2017,PLN,183829,-119,-159,-242,928,809,338301,175829,"22 199,200",-11,7921
TIM,31-03-2016,PLN,135614,5024,4893,4466,1613,6637,314150,173897,"22 199,200",201,7833
TIM,30-06-2016,PLN,152201,2258,2180,932,1567,3825,315083,174829,"22 199,200",42,7875
TIM,30-09-2016,PLN,162241,114,45,-229,1165,1279,326000,174600,"22 199,200",-10,7865
TIM,31-12-2016,PLN,164775,802,819,497,956,1758,315782,175097,"22 199,200",22,7888
TIM,31-03-2015,PLN,114714,-151,-243,234,1666,1515,294478,165265,"22 199,200",11,7445
TIM,30-06-2015,PLN,124595,-43,-257,-473,2167,2124,293806,164792,"22 199,200",-21,7423
TIM,30-09-2015,PLN,142850,1502,1262,1010,1898,3400,326597,165802,"22 199,200",45,7469
TIM,31-12-2015,PLN,153137,5732,5459,4468,2250,7982,311942,169431,"22 199,200",201,7632
TIM,31-03-2014,PLN,95471,-4968,-4979,-5367,1975,-2993,262715,179418,"22 199,200",-242,8082
TIM,30-06-2014,PLN,116654,-3932,-3973,-2070,1477,-2455,290945,177348,"22 199,200",-93,7989
TIM,30-09-2014,PLN,147135,-350,-451,-420,1562,1212,315730,176928,"22 199,200",-19,7970
TIM,31-12-2014,PLN,137329,-15031,-15223,-12735,1979,-13052,275798,164192,"22 199,200",-574,7396
TIM,31-03-2013,PLN,66458,-2631,-2434,-1918,1869,-762,241083,191717,"22 199,200",-86,8636
TIM,30-06-2013,PLN,74026,-2428,-2316,-2227,1881,-547,244193,186827,"22 199,200",-100,8416
TIM,30-09-2013,PLN,99130,-1908,-1760,-1463,1982,74,263209,185364,"22 199,200",-66,8350
TIM,31-12-2013,PLN,113069,-1068,-953,-579,2029,961,274474,184785,"22 199,200",-26,8324
TIM,31-03-2012,PLN,77627,-1044,-598,-516,1824,780,279665,204615,"21 790,000",-24,9390
TIM,30-06-2012,PLN,82339,375,697,650,2003,2378,266546,191946,"22 199,200",29,8647
TIM,30-09-2012,PLN,79929,710,1142,858,1764,2474,265032,193213,"22 199,200",39,8704
TIM,31-12-2012,PLN,102101,244,707,422,1724,1968,284088,193635,"22 199,200",19,8723
