symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
ACAUTOGAZ,31-03-2020,PLN,62425,13396,13823,11579,2597,15993,182493,127220,"9 965,183",1162,12766
ACAUTOGAZ,30-06-2018,PLN,67568,15900,15886,12590,2234,18134,149810,95786,"9 717,133",1296,9857
ACAUTOGAZ,30-09-2018,PLN,58039,12281,11823,9518,2345,14626,163854,105304,"9 717,133",980,10837
ACAUTOGAZ,31-12-2018,PLN,52762,8702,8092,6508,2570,11272,166433,111812,"9 717,133",670,11507
ACAUTOGAZ,31-03-2019,PLN,63483,15193,15225,12387,2753,17946,181463,126926,"9 878,783",1254,12848
ACAUTOGAZ,30-06-2017,PLN,53133,10623,10434,8427,1925,12548,144638,80867,"9 717,133",867,8322
ACAUTOGAZ,30-09-2017,PLN,46753,10062,9955,8035,2061,12123,140694,88902,"9 717,133",827,9149
ACAUTOGAZ,31-12-2017,PLN,41936,7399,6527,5284,2069,9468,150117,96411,"9 717,133",544,9922
ACAUTOGAZ,31-03-2018,PLN,59057,12679,12629,10393,2150,14829,152448,106818,"9 717,133",1070,10993
ACAUTOGAZ,30-06-2016,PLN,51699,11224,11537,9286,1772,12996,135711,98418,"9 691,305",958,10155
ACAUTOGAZ,30-09-2016,PLN,50522,11701,11079,8797,1784,13485,144084,107215,"9 691,305",908,11063
ACAUTOGAZ,31-12-2016,PLN,37369,4804,5314,4310,1860,6664,131121,89888,"9 691,305",445,9275
ACAUTOGAZ,31-03-2017,PLN,52593,11323,10993,8952,1849,13172,137973,98601,"9 691,305",924,10174
ACAUTOGAZ,30-06-2015,PLN,46974,11135,11155,8962,1612,12747,150082,92340,"9 654,250",928,9565
ACAUTOGAZ,30-09-2015,PLN,42997,8858,8837,7107,1654,10512,136985,99447,"9 654,250",736,10301
ACAUTOGAZ,31-12-2015,PLN,35014,6829,6513,5265,1678,8507,138470,105240,"9 654,250",545,10901
ACAUTOGAZ,31-03-2016,PLN,45301,9684,9800,7811,1686,11370,146443,113360,"9 691,305",806,11697
ACAUTOGAZ,30-06-2014,PLN,51693,10676,10704,8664,1590,12266,142639,86873,"9 581,150",904,9067
ACAUTOGAZ,30-09-2014,PLN,36545,6819,7192,5811,1658,8477,126155,92683,"9 581,150",607,9673
ACAUTOGAZ,31-12-2014,PLN,35538,4886,5493,4298,1739,6625,125250,97668,"9 581,150",449,10194
ACAUTOGAZ,31-03-2015,PLN,41747,8351,9020,7282,1555,9906,139172,104933,"9 581,150",760,10952
ACAUTOGAZ,30-06-2013,PLN,48202,11770,12085,9711,1192,12962,137114,82416,"9 581,150",1014,8602
ACAUTOGAZ,30-09-2013,PLN,42687,8446,8280,6620,1266,9712,119087,89417,"9 581,150",691,9333
ACAUTOGAZ,31-12-2013,PLN,37514,5027,4781,3778,1311,6338,121798,93609,"9 581,150",394,9770
ACAUTOGAZ,31-03-2014,PLN,45116,8033,8212,6637,1525,9558,132950,100246,"9 581,150",693,10463
ACAUTOGAZ,30-06-2012,PLN,53112,13308,13198,10567,838,14146,132768,74848,"9 453,150",1118,7918
ACAUTOGAZ,30-09-2012,PLN,36109,6694,8728,6940,948,7642,110764,82345,"9 453,150",734,8711
ACAUTOGAZ,31-12-2012,PLN,30610,2680,2757,2103,1043,3723,119488,85006,"9 453,150",222,8992
ACAUTOGAZ,31-03-2013,PLN,42625,8003,8321,6626,1169,9172,130477,91632,"9 453,150",701,9693
ACAUTOGAZ,30-06-2011,PLN,48491,11012,11123,8874,626,11638,93467,70026,"9 326,400",951,7508
ACAUTOGAZ,30-09-2011,PLN,35347,8396,8343,6623,649,9045,98462,77265,"9 326,400",710,8285
ACAUTOGAZ,31-12-2011,PLN,22931,2134,2365,1849,695,2829,101371,79788,"9 326,400",198,8555
ACAUTOGAZ,31-03-2012,PLN,39148,6739,6861,5450,766,7505,114166,63724,"9 453,150",577,6741
ACAUTOGAZ,30-06-2010,PLN,0,0,0,0,0,0,67595,43531,"9 326,400",0,4668
ACAUTOGAZ,30-09-2010,PLN,32122,7250,7800,6224,883,8133,69556,50320,"9 326,400",667,5395
ACAUTOGAZ,31-12-2010,PLN,21605,4083,4324,3428,899,4982,71963,54341,"9 326,400",368,5827
ACAUTOGAZ,31-03-2011,PLN,33856,6681,6647,5237,607,7288,79782,60600,"9 326,400",562,6498
ACAUTOGAZ,31-12-2008,PLN,0,0,0,0,0,0,80189,49945,"9 326,400",0,5355
ACAUTOGAZ,31-12-2009,PLN,0,0,0,0,0,0,73629,51945,"9 326,400",0,5570
ACTION,31-03-2021,PLN,525128,15889,15137,18047,2073,17962,601772,318484,"20 037,000",901,15895
ACTION,30-06-2021,PLN,533828,54363,53337,44692,2007,56370,576696,363176,"20 037,000",2230,18125
ACTION,30-09-2021,PLN,541421,13290,12733,10042,1967,15257,596484,373153,"20 037,000",501,18623
ACTION,31-12-2021,PLN,706493,32660,32466,28201,1993,34653,635024,401354,"20 037,000",1407,20031
ACTION,31-03-2020,PLN,467552,1251,1879,1879,2185,3436,562768,101077,"16 957,000",111,5961
ACTION,30-06-2020,PLN,480554,3736,3341,3341,1882,5618,580754,104418,"16 957,000",197,6158
ACTION,30-09-2020,PLN,464877,6696,6807,6807,2024,8720,601407,111225,"16 957,000",401,6559
ACTION,31-12-2020,PLN,649369,146314,168436,173863,1932,148246,629556,300437,"16 957,000",10253,17718
ACTION,31-03-2019,PLN,352287,-547,-601,-601,2278,1731,551956,96382,"16 957,000",-35,5684
ACTION,30-06-2019,PLN,385253,-2491,-2467,-2467,1986,-505,536561,93915,"16 957,000",-145,5538
ACTION,30-09-2019,PLN,407551,-469,-472,-472,2094,1625,542808,93443,"16 957,000",-28,5511
ACTION,31-12-2019,PLN,495870,4883,5748,5748,1877,6760,541681,99198,"16 957,000",339,5850
ACTION,31-03-2018,PLN,325577,-5266,-5367,-5478,2267,-2999,609820,128303,"16 957,000",-323,7566
ACTION,30-06-2018,PLN,334597,-27246,-27324,-27437,2119,-25127,575186,100385,"16 957,000",-1618,5920
ACTION,30-09-2018,PLN,346676,-2498,-2548,-2415,2122,-376,574311,98540,"16 957,000",-142,5811
ACTION,31-12-2018,PLN,417651,-694,-756,-694,2105,1411,549641,96983,"16 957,000",-41,5719
ACTION,31-03-2017,PLN,345031,-16618,-16986,-17070,2547,-14071,708639,168992,"16 957,000",-1007,9966
ACTION,30-06-2017,PLN,288050,-20458,-22483,-22802,2384,-18074,677218,146126,"16 957,000",-1345,8617
ACTION,30-09-2017,PLN,330017,-6772,-6941,-6769,2305,-4467,648572,138613,"16 957,000",-399,8174
ACTION,31-12-2017,PLN,416987,-4023,-4181,-5440,2342,-1681,619694,134256,"16 957,000",-321,7917
ACTION,31-03-2016,PLN,929497,6878,4780,4122,3171,10049,1221957,379570,"16 957,000",243,22384
ACTION,30-06-2016,PLN,648626,3118,890,894,1868,4986,920417,356973,"16 957,000",53,21052
ACTION,30-09-2016,PLN,522944,-15916,-16871,-14320,2443,-13473,896105,343209,"16 957,000",-844,20240
ACTION,31-12-2016,PLN,622727,-145745,-147981,-142726,3362,-142383,832603,185928,"16 957,000",-8417,10965
ACTION,31-03-2015,PLN,1259648,17085,15508,12637,2165,19250,1147209,371320,"16 610,000",761,22355
ACTION,30-06-2015,PLN,1023582,5935,3919,3808,2987,8922,1182504,355617,"16 610,000",229,21410
ACTION,30-09-2015,PLN,1006403,10201,8503,6945,3191,13392,1262461,363975,"16 610,000",418,21913
ACTION,31-12-2015,PLN,1396345,3506,1257,698,3177,6683,1297742,371332,"16 610,000",42,22356
ACTION,31-03-2014,PLN,1177266,23680,22365,18189,2041,25721,1133960,323829,"16 610,000",1095,19496
ACTION,30-06-2014,PLN,1059964,22481,20899,16765,2113,24594,1004645,323248,"16 610,000",1009,19461
ACTION,30-09-2014,PLN,1134333,23963,22309,18127,2129,26092,1186369,340403,"16 610,000",1091,20494
ACTION,31-12-2014,PLN,1481046,22091,20342,16422,2050,24141,1398131,354469,"16 610,000",989,21341
ACTION,31-03-2013,PLN,1128476,18061,16460,13288,2098,20159,901050,276629,"16 410,000",810,16857
ACTION,30-06-2013,PLN,983819,21887,20483,16984,2058,23945,883909,269028,"16 410,000",1035,16394
ACTION,30-09-2013,PLN,1112384,19067,17991,14396,2027,21094,1044393,285313,"16 410,000",877,17387
ACTION,31-12-2013,PLN,1402146,24374,23237,18100,2012,26386,1103136,306363,"16 610,000",1090,18444
ACTION,31-03-2012,PLN,783125,15331,13839,11279,2404,17735,689661,241358,"16 410,000",687,14708
ACTION,30-06-2012,PLN,745899,12890,10769,8494,2308,15198,790666,238247,"16 410,000",518,14518
ACTION,30-09-2012,PLN,826371,15973,14139,11497,2241,18214,827331,248747,"16 410,000",701,15158
ACTION,31-12-2012,PLN,1138954,23175,21185,16805,2219,25394,909423,265519,"16 410,000",1024,16180
ACTION,31-03-2011,PLN,527551,6868,5760,4457,2414,9282,620333,207417,"16 410,000",272,12640
ACTION,30-06-2011,PLN,559187,8897,7396,6283,2394,11291,615153,206643,"16 410,000",383,12593
ACTION,30-09-2011,PLN,659724,12855,11494,9407,2302,15157,0,0,"16 410,000",573,0
ACTION,31-12-2011,PLN,1011959,19457,18129,14251,2366,21823,766017,228594,"16 410,000",868,13930
ACTION,31-03-2010,PLN,475040,12109,11212,9251,2212,14321,521659,213531,"16 410,000",564,13012
ACTION,30-06-2010,PLN,480130,-2385,-3518,-3380,2618,233,549065,185606,"16 410,000",-206,11311
ACTION,30-09-2010,PLN,487660,8348,7189,7294,2362,10710,0,0,"16 410,000",444,0
ACTION,31-12-2010,PLN,617487,14810,13708,10060,2360,17170,601790,202960,"16 410,000",613,12368
ACTION,30-06-2009,PLN,437903,15021,15204,12630,1120,16141,0,0,"16 410,000",770,0
ACTION,30-09-2009,PLN,404597,8569,13263,10478,1102,9671,466313,186324,"16 410,000",639,11354
ACTION,31-12-2009,PLN,473018,15588,14748,11850,1104,16692,594206,198174,"16 410,000",722,12076
ACTION,30-06-2008,PLN,523156,9164,10495,8428,1623,10787,0,0,"16 410,000",514,0
ACTION,30-09-2008,PLN,557700,9217,14021,10910,3194,12411,562744,177130,"16 410,000",665,10794
ACTION,31-12-2008,PLN,2496484,111694,61387,50665,5609,117303,666733,160597,"16 410,000",3087,9787
ACTION,31-03-2009,PLN,-1315518,-39178,-43215,-34958,-3326,-42504,522982,165906,"16 410,000",-2130,10110
ACTION,30-06-2007,PLN,395600,3897,7512,5208,1435,5332,0,0,"16 410,000",317,0
ACTION,30-09-2007,PLN,407594,8935,8715,7854,1552,10487,402718,138742,"16 410,000",479,8455
ACTION,31-12-2007,PLN,480158,1549,8610,5686,2564,4113,495835,144428,"16 410,000",346,8801
ACTION,31-03-2008,PLN,651958,14583,18670,14697,1397,15980,600231,157792,"16 410,000",896,9616
ACTION,30-06-2006,PLN,305208,931,2046,1944,1286,2217,0,0,0,,
ACTION,30-09-2006,PLN,307437,1989,1692,792,1748,3737,297707,117556,"16 410,000",48,7164
ACTION,31-12-2006,PLN,395149,2369,3985,3658,1504,3873,370076,121214,"16 410,000",223,7387
ACTION,31-03-2007,PLN,523058,7692,6960,5443,1451,9143,464472,124597,"16 410,000",332,7593
ACTION,31-03-2005,PLN,0,0,0,0,0,0,255883,70785,0,,
ACTION,30-09-2005,PLN,228510,-9588,-16155,-16289,725,-8863,239744,56760,0,,
ACTION,31-12-2005,PLN,270723,3796,2522,2035,744,4540,295372,58795,0,,
ACTION,31-03-2006,PLN,446883,6394,8472,6043,709,7103,283370,64438,0,,
ADIUVO,30-06-2021,PLN,122,-343,740,683,0,-343,132460,106455,"13 174,346",52,8080
ADIUVO,30-09-2021,PLN,250,-586,-108,-2189,0,-586,131330,104265,"13 174,346",-166,7914
ADIUVO,31-12-2021,PLN,1023,-1032,-24566,-24290,1,-1031,102992,79977,"13 174,346",-1844,6071
ADIUVO,31-03-2022,PLN,417,-146,1004,3185,0,-146,105957,83322,"13 174,346",242,6325
ADIUVO,30-06-2020,PLN,24,-618,29,-80,1,-617,152890,130804,"13 174,346",-6,9929
ADIUVO,30-09-2020,PLN,0,-468,-40,-117,0,-468,154132,130683,"13 174,346",-9,9920
ADIUVO,31-12-2020,PLN,772,-708,-23785,-21443,3,-705,132286,109243,"13 174,346",-1628,8292
ADIUVO,31-03-2021,PLN,175,-825,-375,-455,1,-824,133992,108787,"13 174,346",-35,8257
ADIUVO,30-06-2019,PLN,534,-537,-799,-1560,11,-526,143964,128815,"13 174,346",-118,9778
ADIUVO,30-09-2019,PLN,448,-602,606,465,3,-599,146452,129280,"13 174,346",35,9813
ADIUVO,31-12-2019,PLN,594,-465,1388,1107,3,-462,149328,130387,"13 174,346",84,9897
ADIUVO,31-03-2020,PLN,29,-753,353,495,2,-751,151736,130883,"13 174,346",38,9935
ADIUVO,30-06-2018,PLN,1134,-1020,-16349,-13772,10,-1010,130734,105306,"10 164,346",-1355,10360
ADIUVO,30-09-2018,PLN,765,-468,281,-488,9,-459,137020,105185,"10 164,346",-48,10348
ADIUVO,31-12-2018,PLN,542,-1172,-1316,-1220,8,-1164,140823,120294,"11 784,346",-104,10208
ADIUVO,31-03-2019,PLN,525,-832,337,516,7,-825,145509,130376,"11 784,346",44,11063
ADIUVO,30-06-2017,PLN,1591,-658,841,841,17,-641,310232,267801,"10 164,346",83,26347
ADIUVO,30-09-2017,PLN,1353,-402,1092,1092,16,-386,297311,257472,"10 164,346",107,25331
ADIUVO,31-12-2017,PLN,1257,-909,-3052,-3440,12,-897,135486,120445,"10 164,346",-338,11850
ADIUVO,31-03-2018,PLN,1232,-763,799,562,12,-751,141516,121260,"10 164,346",55,11930
ADIUVO,30-06-2016,PLN,1357,-436,785,785,20,-416,306643,261870,"9 434,346",83,27757
ADIUVO,30-09-2016,PLN,1223,-430,333,333,13,-417,341771,292947,"9 434,346",35,31051
ADIUVO,31-12-2016,PLN,1161,-1243,-201,-201,16,-1227,127633,119101,"10 164,346",-20,11718
ADIUVO,31-03-2017,PLN,1342,-391,1112,1112,19,-372,323769,278860,"10 164,346",109,27435
ADIUVO,30-06-2015,PLN,0,-988,-286,-286,2,-986,224242,187693,"8 070,180",-35,23258
ADIUVO,30-09-2015,PLN,0,-1254,-935,-1244,18,-1236,215029,179330,"8 070,180",-154,22221
ADIUVO,31-12-2015,PLN,2717,-73,682,991,11,-62,328729,274797,"9 070,180",109,30297
ADIUVO,31-03-2016,PLN,846,-869,-362,-362,19,-850,325743,277873,"9 434,346",-38,29453
ADIUVO,30-06-2014,PLN,0,-1066,-1110,-1110,0,-1066,0,0,"8 070,180",-138,0
ADIUVO,30-09-2014,PLN,0,-656,-1157,-1049,0,-656,0,0,"8 070,180",-130,0
ADIUVO,31-12-2014,PLN,88,-758,-337,-445,1,-757,201156,162538,"8 070,180",-55,20141
ADIUVO,31-03-2015,PLN,0,-1131,-1067,-1067,2,-1129,224420,185267,"8 070,180",-132,22957
ADIUVO,31-12-2013,PLN,0,0,0,0,0,0,47636,43257,"8 070,180",0,5360
ADIUVO,31-03-2014,PLN,0,-2286,-2092,-2092,0,-2286,0,0,"8 070,180",-259,0
AGORA,30-06-2021,PLN,92744,-7739,20080,22459,7993,254,1003025,783927,"46 580,831",482,16829
AGORA,30-09-2021,PLN,94763,-5561,13802,13944,7788,2227,1000602,797871,"46 580,831",299,17129
AGORA,31-12-2021,PLN,113080,-9863,5388,3280,8042,-1821,1024848,800772,"46 580,831",70,17191
AGORA,31-03-2022,PLN,87017,-18389,-19282,-16925,7558,-10831,985804,783847,"46 580,831",-363,16828
AGORA,30-06-2020,PLN,72126,-7225,-5916,-5241,7449,224,1013395,746834,"46 580,831",-113,16033
AGORA,30-09-2020,PLN,82897,4555,21516,21482,7587,12142,1049924,768316,"46 580,831",461,16494
AGORA,31-12-2020,PLN,102290,-3392,-4839,-1718,9491,6099,1041990,773388,"46 580,831",-37,16603
AGORA,31-03-2021,PLN,82333,-13184,-14194,-11920,8206,-4978,1022518,761469,"46 580,831",-256,16347
AGORA,30-06-2019,PLN,100407,-13995,58175,58797,7553,-6442,1095400,839749,"46 580,831",1262,18028
AGORA,30-09-2019,PLN,94379,-12511,-6476,-5917,6338,-6173,1064462,833832,"46 580,831",-127,17901
AGORA,31-12-2019,PLN,111596,-6060,-13231,-12295,6916,856,1069679,821456,"46 580,831",-264,17635
AGORA,31-03-2020,PLN,85873,-9952,-70511,-69382,7191,-2761,1011140,752075,"46 580,831",-1489,16146
AGORA,30-06-2018,PLN,107472,-30398,65144,63331,5794,-24604,1044320,865125,"47 665,426",1329,18150
AGORA,30-09-2018,PLN,98966,-18806,-18805,-14058,5597,-13209,1095400,839749,"46 580,831",-302,18028
AGORA,31-12-2018,PLN,117222,-17193,-26110,-26576,7215,-9978,984535,824712,"46 580,831",-571,17705
AGORA,31-03-2019,PLN,95255,-23101,-23455,-20470,6106,-16995,1070026,804242,"46 580,831",-439,17266
AGORA,30-06-2017,PLN,130342,-11140,39398,38832,9025,-2115,1077038,935415,"47 665,426",815,19625
AGORA,30-09-2017,PLN,109058,-16546,-5210,-5478,8659,-7887,1087873,929938,"47 665,426",-115,19510
AGORA,31-12-2017,PLN,123687,-65154,-87218,-75790,10314,-54840,1008381,832612,"47 665,426",-1590,17468
AGORA,31-03-2018,PLN,99343,-9472,-9250,-7528,8144,-1328,991495,825084,"47 665,426",-158,17310
AGORA,30-06-2016,PLN,161626,-15076,12040,10788,9685,-5391,1199111,964011,"47 665,426",226,20225
AGORA,30-09-2016,PLN,132626,-21262,-21151,-22144,9753,-11509,1114568,941866,"47 665,426",-465,19760
AGORA,31-12-2016,PLN,147341,-15965,-23673,-19608,9495,-6470,1115231,922270,"47 665,426",-411,19349
AGORA,31-03-2017,PLN,129433,-24313,-24379,-25686,9768,-14545,1086269,896584,"47 665,426",-539,18810
AGORA,30-06-2015,PLN,178826,-8996,19218,21273,17228,8232,1203566,1005028,"50 937,386",418,19731
AGORA,30-09-2015,PLN,149661,-10269,-9709,-9595,10744,475,1171948,995433,"47 665,426",-201,20884
AGORA,31-12-2015,PLN,180939,3828,11667,15157,10689,14517,1219306,1010761,"47 665,426",318,21205
AGORA,31-03-2016,PLN,134466,-24882,-23707,-21790,10270,-14612,1169805,988972,"47 665,426",-457,20748
AGORA,30-06-2014,PLN,158984,-9327,-6691,-5700,10391,1064,1225378,1043165,"50 937,386",-112,20479
AGORA,30-09-2014,PLN,143488,-14656,-12274,-13090,10292,-4364,1160837,1000015,"50 937,386",-257,19632
AGORA,31-12-2014,PLN,186243,-25677,693,6016,10727,-14950,1195793,1006156,"50 937,386",118,19753
AGORA,31-03-2015,PLN,150094,-18358,-16417,-13113,10969,-7389,1177826,993043,"50 937,386",-257,19495
AGORA,30-06-2013,PLN,160659,72,21431,19054,10384,10456,1297417,1082869,"50 937,386",374,21259
AGORA,30-09-2013,PLN,141463,-8135,-8788,-7417,10176,2041,1270601,1075453,"50 937,386",-146,21113
AGORA,31-12-2013,PLN,166577,-9813,-15118,-13512,10300,487,1255186,1062076,"50 937,386",-265,20851
AGORA,31-03-2014,PLN,140176,-16604,-15287,-13210,10461,-6143,1230983,1048865,"50 937,386",-259,20591
AGORA,30-06-2012,PLN,182728,888,26345,25028,10803,11691,1428479,1103714,"50 937,386",491,21668
AGORA,30-09-2012,PLN,152150,-17526,-19062,-15752,10166,-7360,1338251,1087962,"50 937,386",-309,21359
AGORA,31-12-2012,PLN,179080,-16421,-29214,-25910,10862,-5559,1306076,1062633,"50 937,386",-509,20862
AGORA,31-03-2013,PLN,150992,-2968,253,18,11540,8572,1295893,1063233,"50 937,386",0,20873
AGORA,30-06-2011,PLN,205603,9831,14211,11454,13523,23354,1460121,1123367,"50 937,386",225,22054
AGORA,30-09-2011,PLN,172921,735,9889,7849,9910,10645,1434699,1131217,"50 937,386",154,22208
AGORA,31-12-2011,PLN,204031,-9940,2524,2825,9764,-176,1456583,1134829,"50 937,386",55,22279
AGORA,31-03-2012,PLN,170085,-5675,-7708,-6707,10227,4552,1416964,1128908,"50 937,386",-132,22163
AGORA,30-06-2010,PLN,213318,13988,34283,28974,10548,24536,1388249,1115204,"50 937,386",569,21894
AGORA,30-09-2010,PLN,184484,12223,5265,4363,10426,22649,1355784,1119566,"50 937,386",86,21979
AGORA,31-12-2010,PLN,220161,12805,12615,8459,10123,22928,1481414,1131816,"50 937,386",166,22220
AGORA,31-03-2011,PLN,183723,188,-1366,-1882,9682,9870,1470198,1133724,"50 937,386",-37,22257
AGORA,30-06-2009,PLN,224522,10486,4100,2677,10769,21255,1368600,1063109,"54 977,535",49,19337
AGORA,30-09-2009,PLN,195789,14409,9330,7193,11044,25453,1353280,1070296,"54 977,535",131,19468
AGORA,31-12-2009,PLN,222957,14073,13342,11695,10655,24728,1364429,1084506,"50 937,386",230,21291
AGORA,31-03-2010,PLN,195065,16521,21525,22177,10597,27118,1381780,1109205,"50 937,386",435,21776
AGORA,30-06-2008,PLN,268045,14145,32533,28163,12195,26340,1481202,1135503,"54 977,535",512,20654
AGORA,30-09-2008,PLN,220560,12970,21512,17123,12104,25074,1425536,1098603,"54 977,535",311,19983
AGORA,31-12-2008,PLN,251855,-2232,-22987,-26197,12265,10033,1399495,1058533,"54 977,535",-477,19254
AGORA,31-03-2009,PLN,214556,4502,18640,14791,10349,14851,1395819,1062308,"54 977,535",269,19323
AGORA,30-06-2007,PLN,266599,20119,57745,53239,12120,32239,1488104,1078526,"54 977,535",968,19618
AGORA,30-09-2007,PLN,230898,17824,17393,13710,12062,29886,1441934,1092856,"54 977,535",249,19878
AGORA,31-12-2007,PLN,283031,11235,8268,4353,12069,23304,1444104,1107434,"54 977,535",79,20143
AGORA,31-03-2008,PLN,256765,12638,11607,7276,11883,24521,1461519,1124934,"54 977,535",132,20462
AGORA,30-06-2006,PLN,238667,-11781,8355,8996,12437,656,1444483,1082595,"56 757,525",158,19074
AGORA,30-09-2006,PLN,200187,-6218,-3309,-2194,11990,5772,1415445,1083647,"56 757,525",-39,19093
AGORA,31-12-2006,PLN,237122,6479,-5044,-8297,13113,19592,1409404,1083742,"54 977,535",-151,19712
AGORA,31-03-2007,PLN,254040,9313,10916,7198,12028,21341,1447086,1099325,"54 977,535",131,19996
AGORA,30-06-2005,PLN,279994,41633,87887,78936,14963,56596,1532801,1188744,"56 757,525",1391,20944
AGORA,30-09-2005,PLN,215512,23929,24073,19038,14679,38608,1473791,1144428,"56 757,525",335,20163
AGORA,31-12-2005,PLN,283057,7123,-1575,-2940,16072,23195,1434053,1091079,"56 757,525",-52,19224
AGORA,31-03-2006,PLN,260158,-8523,-6743,-8486,12818,4295,1439362,1092003,"56 757,525",-150,19240
AGORA,30-06-2004,PLN,228554,16465,15773,15492,22375,38840,1327779,1052579,"56 757,525",273,18545
AGORA,30-09-2004,PLN,219356,16298,14884,14063,21360,37658,1355334,1066642,"56 757,525",248,18793
AGORA,31-12-2004,PLN,240722,35167,19669,12965,18767,53934,1387166,1098267,"56 757,525",228,19350
AGORA,31-03-2005,PLN,256693,38346,49220,39919,15074,53420,1452251,1138185,"56 757,525",703,20053
AGORA,30-06-2003,PLN,197795,16795,28098,23889,26501,43296,1338251,1054111,"56 757,525",421,18572
AGORA,30-09-2003,PLN,172548,-3809,-5907,-4345,22884,19075,1339474,1049765,"56 757,525",-77,18496
AGORA,31-12-2003,PLN,206438,-11650,-26476,-10971,23951,12301,1313807,1038794,"56 757,525",-193,18302
AGORA,31-03-2004,PLN,210153,-6648,-8652,-9228,32179,25531,1362544,1049302,"56 757,525",-163,18487
AGORA,30-06-2002,PLN,205977,31196,49775,49644,26727,57923,1158116,1023868,"56 757,525",875,18039
AGORA,30-09-2002,PLN,169757,5875,8671,5571,25835,31710,1162449,1029439,"56 757,525",98,18137
AGORA,31-12-2002,PLN,197143,12011,11947,2738,26704,38715,1321209,1030993,"56 757,525",48,18165
AGORA,31-03-2003,PLN,175692,2464,116,-771,27468,29932,1317075,1030222,"56 757,525",-14,18151
AGORA,30-06-2001,PLN,212297,39740,134334,119977,19995,59735,1088426,944625,0,,
AGORA,30-09-2001,PLN,171218,14647,28729,21023,21409,36056,1090867,965648,"56 757,525",370,17014
AGORA,31-12-2001,PLN,206857,12521,-5254,-6090,21668,34189,1100814,959558,"56 757,525",-107,16906
AGORA,31-03-2002,PLN,168969,16393,21735,14666,22851,39244,1107825,974224,"56 757,525",258,17165
AGORA,30-06-2000,PLN,223125,61706,68788,48989,11855,73561,983273,738744,0,,
AGORA,30-09-2000,PLN,185965,28907,27929,19107,15195,44102,993679,757851,0,,
AGORA,31-12-2000,PLN,220855,39567,47024,36528,9415,48982,1010035,794077,0,,
AGORA,31-03-2001,PLN,202058,37125,38338,30570,20871,57996,1036849,824647,0,,
AGORA,30-06-1999,PLN,186950,49891,49387,31011,9762,59653,912160,707004,0,,
AGORA,30-09-1999,PLN,161200,39186,48129,30904,10277,49463,955963,737908,0,,
AGORA,31-12-1999,PLN,195630,45275,50579,34099,10996,56271,825839,650397,0,,
AGORA,31-03-2000,PLN,186134,47645,54927,39173,10598,58243,900025,689758,0,,
AGORA,30-06-1998,PLN,147867,14373,16629,9909,3889,18262,436655,224529,0,,
AGORA,30-09-1998,PLN,127802,34884,29490,18896,4008,38892,486260,243425,0,,
AGORA,31-12-1998,PLN,161319,38682,42693,28076,5565,44247,523669,271501,0,,
AGORA,31-03-1999,PLN,150374,37484,33595,24736,8719,46203,968629,671104,0,,
AGORA,31-03-1998,,113866,30520,15882,5534,3563,34083,408220,214620,0,,
AGROTON,31-12-2017,PLN,0,0,0,0,0,0,5271,4154,"21 670,000",0,192
AGROTON,31-12-2018,PLN,0,0,0,0,0,0,4937,4052,"21 670,000",0,187
AGROTON,31-12-2019,PLN,0,0,0,0,0,0,5848,4899,"21 670,000",0,226
AGROTON,31-12-2020,PLN,0,0,0,0,0,0,8840,6437,"21 670,000",0,297
AIGAMES,31-03-2021,PLN,4914,6532,10449,8621,2383,8915,66087,22809,"59 999,388",144,380
AIGAMES,30-06-2021,PLN,6950,-2608,-3407,-3344,1856,-752,51685,19465,"59 999,388",-56,324
